condition,id,unit,yaw10,pitch10,roll10,all_three_10,reaches_kleinberg_floor_8pct
persp_1.0m,ramus_body_ratio_r,ratio,0.18627361240060278,0.007364451994760439,0.08418073632179353,0.2190612774154194,True
persp_0.5m,interpupillary_distance,mm,0.015138219753363604,0.010901717111340652,1.1214373986112693e-16,0.0038617878109976477,False
persp_0.5m,intercanthal_width,mm,0.015408944350855644,0.011596773836687325,2.2115642650533118e-16,0.004448099590381318,False
persp_0.5m,biocular_width,mm,0.014314383113841849,0.012649361900746685,1.6042217564101775e-16,0.006536668560200607,False
persp_0.5m,nose_breadth,mm,0.01617840138399441,0.005308552655868462,2.0396756179466407e-16,0.014892976631850118,False
persp_0.5m,mouth_width,mm,0.015913518226530483,0.0137208152729358,0.0,0.023612308854119222,False
persp_0.5m,philtrum_width,mm,0.017230902349750294,0.012090577943779456,1.5373561010082169e-16,0.02310612928825285,False
persp_0.5m,bizygomatic_width,mm,0.012790451881284822,0.006352805705592043,0.0,0.0004072102087921544,False
persp_0.5m,bigonial_width,mm,0.01199722860694735,0.01855913154605689,0.0,0.02690966176960536,False
persp_0.5m,nose_height,mm,9.618210149740679e-05,0.010431365712917563,0.00020266801686178059,0.008673242606913338,False
persp_0.5m,face_height_sellion_menton,mm,0.0002652305736277128,0.04781133374540144,1.8167399621879097e-05,0.05707902281949803,False
persp_0.5m,philtrum_length,mm,0.0008758589033391761,0.021078304048032417,0.00041392279200187825,0.02064691602276545,False
persp_0.5m,upper_face_height,mm,0.0006596813073606476,0.005950687948866719,0.00010262190998969389,0.010235072596086489,False
persp_0.5m,middle_third_height,mm,0.0006262762981089476,0.011995079353653506,3.114733997154207e-05,0.016931248711074546,False
persp_0.5m,lower_third_height,mm,0.0005964353215202138,0.09598848864564019,0.00020577269983216868,0.11084684498382988,False
persp_0.5m,palpebral_fissure_width_l,mm,0.0674017061693728,0.020267515499341082,0.0042686705090386355,0.07592922689787797,False
persp_0.5m,palpebral_fissure_height_l,mm,0.01110196691051596,0.006021723664370688,1.6758083390568404e-16,0.0006972777195725655,False
persp_0.5m,canthal_tilt_l,deg,0.20722228740638649,3.371757039947375,0.0005801476239231107,3.556713446549529,False
persp_0.5m,eye_aspect_ratio_l,ratio,0.05274465923508972,0.025767005970826495,0.004286970172185602,0.07121890799302878,False
persp_0.5m,palpebral_fissure_width_r,mm,0.09421201600130406,0.021530673524397363,0.0041812119680247175,0.04175558400332347,True
persp_0.5m,palpebral_fissure_height_r,mm,0.010904413370999354,0.00602145902735949,0.0,0.01794287377015038,False
persp_0.5m,canthal_tilt_r,deg,0.5013567945646065,3.339023577145113,0.047000583151844744,4.362104860374188,False
persp_0.5m,eye_aspect_ratio_r,ratio,0.09197251906846297,0.026971419719291335,0.004163802228315177,0.024850351158483275,True
persp_0.5m,intercanthal_biocular_ratio,ratio,0.0011104567402247486,0.0010394398136820665,1.530542493697863e-16,0.0020750053476014003,False
persp_0.5m,nose_mouth_width_ratio,ratio,0.00026916654417066945,0.008529291449454204,3.424447418664668e-16,0.008930194738563385,False
persp_0.5m,eye_spacing_ratio,ratio,0.0007821103279508691,0.016995548255384896,0.0,0.019633477138456396,False
persp_0.5m,facial_thirds_ratio,ratio,0.001221982785933248,0.09291188025487705,0.00023687129815709576,0.10562364396159342,False
persp_0.5m,lip_vermilion_ratio,ratio,0.00010085120466819504,0.004138401700124714,6.840091037250361e-15,0.004636625482343302,False
persp_0.5m,facial_width_height_ratio,ratio,0.012138778299062286,0.012377146189127821,0.00010263244232700338,0.010752333721091394,False
persp_0.5m,jaw_cheekbone_ratio,ratio,0.0008035004076378431,0.024754675607211472,0.0,0.027305752797099857,False
persp_0.5m,ocular_height_asymmetry,deg,0.09171056693417831,0.004770778976924905,3.4416913763379853e-15,0.1074218916034688,False
persp_0.5m,mouth_corner_asymmetry,deg,1.4444257143958084,0.036695642173453225,3.2085445411667024e-14,1.1273687478596173,False
persp_0.5m,canthal_tilt_asymmetry,deg,0.708579081970993,0.03273346280226175,0.047580730775767854,0.8053914138246592,False
persp_0.5m,nasofrontal_angle,deg,0.35340433057439213,0.0,0.7545953548427775,0.4896104825246539,False
persp_0.5m,nasolabial_angle,deg,0.39870494830049097,1.4210854715202004e-14,0.1929677402198564,0.1964315865229196,False
persp_0.5m,facial_convexity_angle,deg,0.024750086272689487,0.0,0.018185081725420105,0.04328180689412875,False
persp_0.5m,mentolabial_angle,deg,0.9036771734115945,8.526512829121202e-14,0.22933166545674055,0.1683658805139885,False
persp_0.5m,mentocervical_angle,deg,2.407058631054369,1.4210854715202004e-14,0.49237108112235717,1.4522360878970204,False
persp_0.5m,submental_cervical_angle,deg,2.30101081213148,1.4210854715202004e-14,0.7515571807854542,1.6905898629274816,False
persp_0.5m,gonial_angle_l,deg,7.467181605477265,0.5671814215015729,9.642408275986384,2.2016560308217095,False
persp_0.5m,gonial_angle_r,deg,1.1034174261270095,0.39591354420934977,13.531917961934383,9.237126961471617,False
persp_0.5m,e_line_upper_lip,mm,0.01555767199926466,0.09440018767797172,0.02485030600425661,0.08014603693536466,False
persp_0.5m,e_line_lower_lip,mm,0.014490779705020908,0.09440018767797338,0.029189060206413684,0.07792390758731765,False
persp_0.5m,nasal_tip_projection_ratio,ratio,0.09725451523889873,0.03324593503070537,0.005628548548357205,0.027317006074811516,True
persp_0.5m,submental_length,mm,0.029925042190784065,0.0,0.03094702924662089,0.0032814617076936925,False
persp_0.5m,chin_projection,mm,0.0010093145375149604,1.8949377073484417,0.09589290003180828,2.1549771737970818,False
persp_0.5m,brow_apex_lateral_offset_l,ratio,0.08672989501044129,0.012922654507356735,0.006092606930697565,0.06859413649015339,True
