id,axis,apriori,apriori_source,measured_ortho,measured_persp_1.0m,measured_persp_0.5m,measured_ortho_asym,measured_3d_frame_dependence,worst_measured,worst_over_apriori,disagrees,direction
intercanthal_width,pitch,0.0,"cos(yaw), first order",0.0,0.0005761748891259381,0.0011546828776458986,1.2074744013546023e-07,0.0,0.0011546828776458986,inf,True,a-priori too optimistic
interpupillary_distance,pitch,0.0,"cos(yaw), first order",0.0,0.0005403254004053545,0.0010807213744749673,1.1708598023341009e-06,0.0,0.0010807213744749673,inf,True,a-priori too optimistic
jaw_cheekbone_ratio,pitch,0.0,cosine cancels between same-plane terms,0.0,0.001303115879301595,0.0025421471068793325,6.87073412838841e-07,0.0,0.0025421471068793325,inf,True,a-priori too optimistic
lip_vermilion_ratio,pitch,0.0,cosine cancels between same-plane terms,8.881784197001253e-17,0.00021143030573826047,0.0004290901033526011,8.881784197001253e-17,1.1102230246251565e-16,0.0004290901033526011,inf,True,a-priori too optimistic
lower_third_height,yaw,0.0,"cos(pitch), first order",4.835243700150291e-05,5.31565929791951e-05,5.9643532152021374e-05,4.835243700150291e-05,0.0,5.9643532152021374e-05,inf,True,a-priori too optimistic
lower_third_height,roll,0.0,"cos(pitch), first order",0.0,9.908708575239798e-06,2.0577269983216867e-05,0.0,0.0,2.0577269983216867e-05,inf,True,a-priori too optimistic
lower_vermilion_height,yaw,0.0,"cos(pitch), first order",9.418592507961509e-05,9.525069391531114e-05,0.00010017021791305372,9.418592507961509e-05,0.0,0.00010017021791305372,inf,True,a-priori too optimistic
lower_vermilion_height,roll,0.0,"cos(pitch), first order",8.881784197001253e-17,1.4063355850660927e-05,2.974051844774595e-05,8.881784197001253e-17,8.616596326630094e-17,2.974051844774595e-05,inf,True,a-priori too optimistic
margin_reflex_distance_1_l,yaw,0.0,"cos(pitch), first order",0.0,0.0005501215436093578,0.001100316824525492,0.0,0.0,0.001100316824525492,inf,True,a-priori too optimistic
margin_reflex_distance_1_l,roll,0.0,"cos(pitch), first order",0.0015192246987792129,0.0015192246987792129,0.0015192246987792129,0.0015192246987792129,0.0015192246987792129,0.0015192246987792129,inf,True,a-priori too optimistic
margin_reflex_distance_1_r,yaw,0.0,"cos(pitch), first order",0.0,0.000550121543609369,0.0011003168245254874,0.0,0.0,0.0011003168245254874,inf,True,a-priori too optimistic
margin_reflex_distance_1_r,roll,0.0,"cos(pitch), first order",0.0015192246987791869,0.0015192246987791869,0.0015192246987791869,0.0015192246987791869,0.0015192246987791869,0.0015192246987791869,inf,True,a-priori too optimistic
margin_reflex_distance_2_l,yaw,0.0,"cos(pitch), first order",0.0,0.0005501215436093743,0.0011003168245254913,0.0,0.0,0.0011003168245254913,inf,True,a-priori too optimistic
margin_reflex_distance_2_l,roll,0.0,"cos(pitch), first order",0.0015192246987791782,0.0015192246987791782,0.0015192246987791782,0.0015192246987791782,0.0015192246987791782,0.0015192246987791782,inf,True,a-priori too optimistic
