view,n_detected,n_images,detection_rate,yaw_mean,yaw_std,pitch_mean,pitch_std,roll_mean,roll_std,yaw_p95_abs,pitch_p95_abs,roll_p95_abs
neutral_front,102,102,1.0,-0.3656636062534709,2.0951487684869936,-0.7763042228716407,4.336176924024659,0.10264374346782763,1.7920699960077444,3.856522357463835,8.291829586029053,3.86582144498825
smiling_front,102,102,1.0,-0.46096781604722437,2.2467513103937877,0.7798104715697906,4.376222343442295,0.2597308577604446,2.131309089364248,4.570775532722473,8.735820865631101,3.9364462852477993
neutral_left_3quarter,102,102,1.0,-35.24183955847048,3.4115635533340556,-1.3717674966171092,3.5058578616770566,0.6007756535329071,3.4023890601495204,40.75491313934326,7.409492540359496,7.076472711563103
neutral_right_3quarter,102,102,1.0,36.105950935214175,3.4522303589241465,-1.4152514630672979,3.7985280527990044,-0.7792310603510808,3.2473602717330756,40.826626014709475,7.192912673950192,6.251097083091734
neutral_left_profile,12,102,0.11764705882352941,-57.86571375528971,6.879653837031866,0.02193037172158559,3.819754681195045,-8.93370352188746,27.61127800037515,63.92099304199219,7.076366233825679,49.246540641784605
neutral_right_profile,14,102,0.13725490196078433,54.61047094208853,15.221560559609355,-7.238006949424744,10.104641206731328,-4.9048179132597785,15.10486175687909,65.07920112609862,28.230818939208984,38.373047256469725
smiling_left_3quarter,102,102,1.0,-33.52944944419113,3.5651574622226248,-1.7226978107994677,3.963759175938193,2.4459199199416473,3.603879492221692,38.998412132263184,7.496161246299743,8.209938263893122
