face_id,template_roll_deg,six_roll_deg,mediapipe_roll_deg
001,2.150943127516008,-1.8025266224409158,2.4694859981536865
002,-0.98776039963981,0.7756825460061043,-0.4150291979312897
003,0.2808594146833859,-0.13682676506427213,0.16475465893745422
004,-2.5168756569395163,1.5384085433218118,-1.4328117370605469
005,-3.0418421566183724,2.2381046478421425,-2.654865264892578
006,-2.7791668640720806,1.3268633907396479,-1.1566591262817383
007,-0.83841497440212,1.1875402315543757,-0.5231542587280273
008,-5.057248532559135,4.517747944895364,-4.445687294006348
009,-0.590657214646671,1.2293410959965596,-0.5064327716827393
010,0.5876284162399621,-1.3416473351981404,0.8598895072937012
011,1.6683374482933075,-1.3025739573906132,1.9097955226898193
012,0.2953364539470411,0.5704582532531112,-0.04742506891489029
013,-0.8593722436446809,0.34742709704493957,0.19665096700191498
014,-2.462816675916847,1.665602353758199,-1.7559388875961304
016,0.2923228692285534,0.9022367198988904,-0.5174904465675354
017,-1.231977402639728,1.8813798757482436,-1.6408779621124268
018,1.9368003862210486,-2.262745622490021,1.54810631275177
019,-2.6978056333163027,3.109454932149118,-2.7580227851867676
020,-0.5430716937237866,0.7813359682873179,-0.33873552083969116
021,1.4040272191042868,-0.6153087437988528,0.31808486580848694
022,-1.3558599761066599,0.05200322272610566,-0.33921411633491516
024,-2.098905933203546,2.302931467358614,-2.18156361579895
025,0.8069294551023745,-1.146184183181889,0.9348850846290588
026,2.7791668640720806,-2.5291005885623044,2.999417543411255
027,-0.0,0.7167572767367878,-0.7208746075630188
029,1.2060487792199577,-2.1846893668814693,2.225001096725464
030,4.009501541439254,-2.797115717489724,4.188297748565674
031,-0.8508648647302778,1.1657547028663853,-0.9827686548233032
032,2.7791668640720806,-2.0222211511982566,2.3750874996185303
033,0.8425242607404145,-0.39819042365822305,0.5741556286811829
034,1.1632062452411367,-0.9380183734132947,0.8366756439208984
036,-1.2659990003947306,0.9777247176578119,-0.7172308564186096
037,-1.0609116902642277,-0.19448197933372327,0.02412659488618374
038,0.8069294551023745,-1.4817631164922513,1.9199224710464478
039,-2.2132281763958037,2.5534391138959984,-2.173859119415283
041,0.5758175932449805,-1.541844662082857,1.5704199075698853
042,-4.140886003519859,4.960264375276265,-4.51700496673584
043,-0.5115558665870411,-0.8783131285572745,0.34921643137931824
044,0.8951737102110744,-0.5865128263406377,0.5459343791007996
045,-0.31830661145136596,0.7026432244254853,-0.8749197721481323
061,-1.7662704860090483,0.9391626435426834,-1.31502103805542
062,-1.8307486480254938,2.0899926360206504,-1.6430927515029907
063,0.9045950337326875,-0.49591330184732757,0.0513140894472599
064,2.150943127516008,-1.1584958126042486,1.2532895803451538
066,-1.0050860052541812,0.982771907289334,-1.0043622255325317
067,0.8814039965821377,-0.7358965873690742,0.8349762558937073
068,-3.132465198568036,2.954778468205009,-2.4595484733581543
069,1.8575903703202563,-1.7267998882261613,1.7172452211380005
070,0.2822429362708571,-0.6811890666339464,0.6005399227142334
081,1.780642445998683,-2.115233386655021,2.579460859298706
082,4.484606009544626,-3.6759467664851555,4.498599052429199
083,-2.449662620127043,2.6395462415452915,-2.4461498260498047
086,-0.5644721753069635,0.15184832540068713,0.11343792080879211
087,-4.028263666485141,3.5925860152124427,-3.557166814804077
090,2.2132281763958037,-2.020983179411192,2.46648907661438
091,0.27948939054474353,0.6049534833260259,-0.2810181677341461
092,0.8550973962667232,-1.604428724952332,0.8775357604026794
094,0.763898460929995,-0.16228798940257394,1.0304707288742065
096,0.6095065766751959,1.47849006849764,0.17197555303573608
097,-0.8343455755467915,0.9078385422353588,-1.0779194831848145
099,0.2664900760584054,0.15389991679220327,0.028939740732312202
100,1.9461951170307557,-1.5719377285139926,1.786014437675476
101,-1.9749340108819766,1.3909236282434916,-1.8619881868362427
102,0.8724571229020331,0.5062019679757469,0.16010206937789917
103,3.077455399424377,-3.290029338991799,3.823336601257324
104,-0.0,-0.5040441084456989,0.06606660038232803
105,-3.228647869635616,1.9559010815744908,-2.2861623764038086
107,2.3111314527614013,-0.9922531703526637,1.6048980951309204
108,-0.0,-0.040798670918669976,0.7439669966697693
112,-1.8561580474488715,1.523554802867738,-1.7905107736587524
113,-1.5398382886236162,0.5345897282702008,-0.550316572189331
114,1.8855997707796843,-2.8971916492087506,2.553236484527588
115,-1.2253913023741119,1.0734297551948537,-1.5602624416351318
117,-2.1099428481332576,1.4595804763370483,-1.3747745752334595
118,0.8550973962667232,-1.067594639209547,0.9386571645736694
119,1.7623910236605125,-0.30761037587621803,0.8020626306533813
120,-0.24911051515291363,-0.19160273443344555,0.20348738133907318
121,-0.5876284162399621,1.4349634073512645,-1.2699517011642456
122,-0.28791606655709323,-0.18814328363947375,-0.028788471594452858
123,0.9290393194220559,-1.698409886775886,1.3954013586044312
124,-0.561705332566547,1.067445762429982,-0.8309832811355591
125,-0.9920355659886199,-0.6819737913365573,0.4706615209579468
126,1.9274958866719032,-0.5773871066401189,0.6967442631721497
127,1.4465556865739135,-1.7902370844116529,1.9754400253295898
128,-0.31654804727300767,-0.08904492941551162,0.13582751154899597
129,4.103875472636941,-3.6070694313474547,3.8680574893951416
130,-2.894512692357537,1.4258685835845695,-0.8908053636550903
131,0.2938219346507038,0.551341781065862,0.05484926328063011
132,-1.4040272191042868,1.2888433561681834,-1.1045805215835571
134,0.5846305207051778,1.3298717689039212,-0.9393096566200256
135,-0.0,0.10610160598011273,0.5724214911460876
136,-1.918280325146823,2.0871192608141906,-1.136784315109253
137,0.5184996872906731,-0.1466935336093109,-0.26015758514404297
138,1.8183029644518336,-0.8887139058376172,1.5899264812469482
139,2.055888785004674,-2.4814183976362107,3.9738311767578125
140,-2.5385445983987927,1.6509727288862663,-3.0266880989074707
141,-0.3200848237816687,0.5741817202069731,0.1168835237622261
142,0.8769077414306453,-1.1604475391595797,1.4988478422164917
143,-3.503531644784458,1.9896281288091906,-2.0839264392852783
144,3.521453376922238,-2.71584030834798,3.274199962615967
172,1.9945693012418377,-1.627128965380575,1.3955403566360474
173,0.289370163440599,0.0747517980819079,0.01585465297102928
