id,identity_ks,identity_uniform,within_shuffle_ks,within_shuffle_identical_to_identity,leaks_identity,across_shuffle_ks,stratification_carries_information,pooled_ks,sex_separation_stratified_ks,sex_separation_pooled_ks,pooled_male_mean_percentile,pooled_female_mean_percentile,loo_ks,loo_minus_identity_ks
interpupillary_distance,0.02705148130651791,False,0.02705148130651791,True,False,0.07410939263907401,True,0.04304511946899259,0.05129203711306614,0.2190910963228749,0.5462641216609224,0.40739964427382785,0.026918264786670698,-0.0001332165198472124
bizygomatic_width,0.03017232887091642,False,0.03017232887091642,True,False,0.08306199195036468,True,0.04410389340356036,0.05348276958115362,0.4314576369572057,0.6043996847877517,0.3117762209262574,0.030545954562302302,0.00037362569138588153
bigonial_width,0.05418876663633959,False,0.05418876663633959,True,False,0.07445396553551398,False,0.07711981522254863,0.05242592200938899,0.3470502677198405,0.5742639012798555,0.33730718110396807,0.054414648871126126,0.00022588223478653413
nose_breadth,0.06357365784451685,False,0.06357365784451685,True,False,0.1576653085324059,True,0.08897193509357604,0.08267942692430227,0.2045518593263272,0.5252382250454759,0.42090325368709886,0.06359363273410645,1.9974889589602363e-05
mouth_width,0.031327585405717895,False,0.031327585405717895,True,False,0.07773823272223018,True,0.05487853306425766,0.09045328195477945,0.22279272442462816,0.5567012120696054,0.39918195003791035,0.03135155472387202,2.396931815412673e-05
nose_height,0.038469072226107515,False,0.038469072226107515,True,False,0.07668287137595739,False,0.05485650460901714,0.06160314935245821,0.4173535681464505,0.5974425773328986,0.32218829368993396,0.03847984397372567,1.0771747618154581e-05
face_height_sellion_menton,0.025785054117774875,False,0.025785054117774875,True,False,0.10312400381907738,True,0.03732059848185765,0.042937946008164384,0.48289448987727457,0.6169890089929163,0.290469121726156,0.02575677142196453,-2.828269581034437e-05
jaw_cheekbone_ratio,0.020973837087602365,True,0.020973837087602365,True,False,0.02989782225667076,False,0.027317163793947163,0.025364651555180605,0.1484914415114446,0.5305263460536079,0.4301335302094318,0.02108749042934377,0.00011365334174140429
nose_mouth_width_ratio,0.030521781019501204,False,0.030521781019501204,True,False,0.08099288094617196,True,0.03732935875887611,0.021344294908860584,0.034046044891686916,0.49373995618975186,0.4850025201965098,0.030490410977645377,-3.1370041855827147e-05
