face_id,n_conditions,six_roll_intercept,six_roll_slope,six_roll_residual_mae,six_yaw_range_over_sweep,six_pitch_range_over_sweep,mediapipe_roll_slope
067,7,-0.9396156543147882,-1.0017548751964376,0.11755241689851816,0.9409618647804527,1.7838192145519267,1.003168603352138
068,7,2.907812776319617,-0.9730190908456433,0.19853744934679401,1.0813220387808031,2.631031770414636,0.9977945395878383
069,7,-1.630834144807853,-1.018291467540297,0.09758203276239819,2.0631379863906,0.8157615090863573,1.005861704690116
070,7,-0.6946037411153466,-0.9545428238762274,0.1579484904595358,1.7355698511204574,0.884720593050687,1.0096323796680995
081,7,-2.0006295510956282,-0.9691799878743754,0.19535048003087402,1.317239667539313,2.0912693744673407,1.0000916463988168
082,7,-4.254766200384525,-1.0468652929361424,0.23698408270167803,3.8297267681007,2.5748184597717847,0.9991605805499211
083,7,2.179277173770217,-1.0252848159033,0.32768208900498574,1.456813182506135,1.1431004594933345,0.9910752500806537
086,7,0.05830304170397262,-0.9978967605155832,0.1033116271166147,1.6450420969742852,2.9628823809335234,0.9937371253967285
087,7,3.5187855315572536,-0.9940291834309152,0.09157169280416201,0.8909044755704871,2.0340824150222185,1.001871975830623
090,7,-2.359924700227316,-0.9460692500278229,0.1365934662426976,1.8675080283482122,1.5718569935435691,0.999584562437875
091,7,0.3121380899818703,-0.9726151629106226,0.23030526683684766,2.2007981545955326,1.749074522491748,0.9971495049340384
092,7,-1.4348783653977137,-1.0088569943219734,0.10822643827308763,1.5489635334670084,1.3351981425177673,0.9989515542984009
094,7,-0.4892262226732784,-0.9683676451189042,0.19992323940834175,3.60450608269629,1.1045709354984692,0.9980882065636771
096,7,1.0371555962542247,-0.994674684332249,0.3274845362376146,4.348995501608489,2.335211368262917,0.9907735688345771
097,7,1.050443500595116,-0.9806499672362603,0.19064857867743473,0.5566492916182115,1.1506272212369821,1.0013819592339652
099,7,-0.11735320586096731,-0.9695321496837088,0.2746120456840351,2.0451486021381085,3.024591059011326,0.9973111391067505
100,7,-1.5228363218525007,-0.9938254143419811,0.06987303340668431,1.7357560004557668,0.6233956877761478,0.9935184751238143
101,7,1.4432270214895022,-1.0054501203575037,0.16167967295712746,2.8567267804403915,0.8217665260272682,1.0011807441711424
102,7,0.2504676716355911,-1.0346311430910313,0.2242552438280129,5.700245362408154,3.111397907524575,1.0049727576119558
103,7,-3.348696425585893,-1.071784290967795,0.19766949042564935,3.460207344144075,1.622289883075327,1.0068163922854831
104,7,-0.32852844767067857,-1.0241834204569111,0.1366390385890612,1.645849980287051,2.38265263493821,0.9858350208827426
105,7,1.869484125567358,-0.9361975791449996,0.09657782942686165,3.784200248909686,2.5964690922236677,0.9925361837659564
107,7,-1.3775848176489434,-0.9611066753081002,0.31330195334524297,2.1820406408656794,1.4440020421398658,0.990883835724422
108,7,-0.17516712721782027,-0.9871521319975957,0.13801062567951478,0.8830769186990939,0.6698187226565788,0.9931534426552909
112,7,1.5521477737564522,-0.9730561812121896,0.2324009500833084,3.3198744375395517,1.2653723715807867,1.004322121824537
113,7,0.5423630324001626,-0.9940543644173943,0.2474885330407071,1.8540668030310086,1.073803067721677,0.998172082219805
114,7,-2.9616981511482976,-1.0174856271858992,0.11288124704035529,2.591427772285963,2.9563863374243127,0.9910334025110517
