id,unit,evidence,spec_measured_within_person_rsd,spec_between_subject_rsd,between_person_mean,between_person_sd,between_person_rsd,expression_within_person,expression_within_person_sd_units,expression_n_subjects,expression_discriminability,expression_discriminability_ci_low,expression_discriminability_ci_high,expression_informative,expression_reportable_cv_under_10pct,frontal_within_person,frontal_within_person_sd_units,frontal_n_subjects,frontal_discriminability,frontal_discriminability_ci_low,frontal_discriminability_ci_high,frontal_informative,frontal_reportable_cv_under_10pct,three_quarter_within_person,three_quarter_within_person_sd_units,three_quarter_n_subjects,three_quarter_discriminability,three_quarter_discriminability_ci_low,three_quarter_discriminability_ci_high,three_quarter_informative,three_quarter_reportable_cv_under_10pct,all_usable_within_person,all_usable_within_person_sd_units,all_usable_n_subjects,all_usable_discriminability,all_usable_discriminability_ci_low,all_usable_discriminability_ci_high,all_usable_informative,all_usable_reportable_cv_under_10pct
margin_reflex_distance_1_r,mm,conventional,,0.06,3.7820837026114615,0.5504586052236696,0.14554373951152583,0.08572807631105327,0.3037401097543159,102,1.697737144870009,1.4455565717496077,2.110250292752677,True,True,0.08572807631105327,0.3037401097543159,102,1.697737144870009,1.4564951052877024,2.0584520091920138,True,True,0.18379854640754112,0.9692864549741926,102,0.791865563445796,0.7358944243599851,0.8558348209381207,False,False,0.2554350053608874,1.184825034351179,102,0.5697877599270178,0.5504992071337712,0.5922700724812917,False,False
margin_reflex_distance_2_r,mm,conventional,,0.06,5.162501416520525,0.42442584916050025,0.08221321698862778,0.12726881875560841,0.567993073187903,102,0.6459808285523578,0.5459086417062606,0.7912877111686952,False,False,0.12726881875560841,0.567993073187903,102,0.6459808285523578,0.5495503123616792,0.7824683960871442,False,False,0.17763292235494058,1.1136758304911736,102,0.46282646200208255,0.4240007156404897,0.5091486463450345,False,False,0.21712120934841891,1.2561506629205015,102,0.37865124846784787,0.35657441070883067,0.39679213843000216,False,False
medial_canthal_angle_r,deg,conventional,,,31.949442837099276,2.8510923575047733,0.0892376237057293,2.5328105663647107,2.5328105663647107,102,1.1256634804697951,0.9582908391224345,1.3665290236882865,False,,2.5328105663647107,2.5328105663647107,102,1.1256634804697951,0.9744634507208376,1.3508888889206925,False,,3.5935650503901866,3.5935650503901866,102,0.7933882697337575,0.7127942847880044,0.8932736673003363,False,,7.544681104620686,7.544681104620686,102,0.37789434940578764,0.364063607172832,0.39190484518220225,False,
upper_vermilion_height,mm,conventional,,0.06,6.746697152960572,1.80033494873835,0.26684685971836314,0.18230957566348316,1.4457413312510214,102,1.4637018310597325,1.302232099652935,1.688202198944909,True,False,0.18230957566348316,1.4457413312510214,102,1.4637018310597325,1.299864268252309,1.7054860072172997,True,False,0.16539956164458627,1.7767349802303822,102,1.6133468375917994,1.4457741821098609,1.7889600608299059,True,False,0.2679462909844921,2.5652168350213373,102,0.9958968222247474,0.9564029512341057,1.0377139483230469,False,False
lower_vermilion_height,mm,conventional,,0.06,9.60839028742554,2.338053821098158,0.2433346014428618,0.1722809900937433,1.8643328382095885,102,1.4124286220462052,1.2604592055966823,1.6329881500138608,True,False,0.1722809900937433,1.8643328382095885,102,1.4124286220462052,1.2683197750829398,1.6169964920529598,True,False,0.14483510950290865,2.046045687524054,102,1.6800802117526277,1.5041897066101377,1.9360038597937275,True,False,0.22422976434457267,2.919495779598284,102,1.0852020567123766,1.0418571049579588,1.1368463275084437,True,False
cupids_bow_peak_height_l,mm,conventional,,0.06,1.4239153002442226,0.2085821567623251,0.14648494663028774,0.1000480340731716,0.13341734166908573,102,1.4641461772567548,1.252985601915048,1.7564235905175423,True,False,0.1000480340731716,0.13341734166908573,102,1.4641461772567548,1.2412664148555814,1.790531984392741,True,False,0.37568250351714555,0.5685083897502976,102,0.38991687198337255,0.355732651258357,0.43009210748516014,False,False,0.28954102290095035,0.43004656188510026,102,0.505921216837032,0.4675399081048915,0.5488333237479754,False,False
cupids_bow_peak_height_r,mm,conventional,,0.06,1.3954608630867693,0.21505927979710932,0.15411344415736367,0.10088950459906867,0.13461547263075105,102,1.5275468421596978,1.2841447042863237,1.8432272072502476,True,False,0.10088950459906867,0.13461547263075105,102,1.5275468421596978,1.291637781015326,1.8638901311790002,True,False,0.23436502197439446,0.342929315346471,102,0.6575786901093172,0.6040194967661385,0.7284988571008144,False,False,0.1952355863776178,0.27392424481889305,102,0.7893716868772216,0.7259184211254781,0.8681963006711098,False,False
commissure_height_l,ratio,conventional,,,-0.02237175528788154,0.03641630342028002,1.6277803396144874,4.553840798090077,0.06227312920337909,102,0.3574521841644516,0.26473104062744185,0.6016691097899025,False,False,4.553840798090077,0.06227312920337909,102,0.3574521841644516,0.2589449451587324,0.5695571510426627,False,False,14.13605030726321,0.06077731615981111,102,0.11515100075571474,0.07261104235995623,0.32974234468680225,False,False,13.117796567812055,0.05796549821392159,102,0.12408946359243535,0.093454733666861,0.19420746875429315,False,False
commissure_height_r,ratio,conventional,,,-0.026419227060881133,0.040230398933704614,1.5227697177134163,12.817040958980149,0.06193857078236071,102,0.11880821186316806,0.07962873745730147,0.24142399167592907,False,False,12.817040958980149,0.06193857078236071,102,0.11880821186316806,0.07907145787115583,0.23477447304063248,False,False,7.745288630467954,0.06818339694028515,102,0.1966059356036437,0.1503396854885575,0.30280100630011114,False,False,9.871207997598141,0.06234510072178028,102,0.1542637656995918,0.11913257026355878,0.2578963990501041,False,False
nasal_dorsal_deviation,deg,conventional,,,1.244613669114095,0.8813593396005587,0.70813888797148,0.746540682494206,0.746540682494206,102,1.1805911724139682,1.0017094244227662,1.4683368408503497,True,,0.746540682494206,0.746540682494206,102,1.1805911724139682,1.0109660656704291,1.452437247941549,True,,3.3421441876070954,3.3421441876070954,102,0.2637107467920447,0.23652082207874164,0.300698550223727,False,,15.798256665727171,15.798256665727171,102,0.05578839224156832,0.05380143478024345,0.05754349806343325,False,
alar_base_intercanthal_ratio,ratio,pose_invariant_ratio,,,1.081278916760384,0.0781080156253726,0.07223669528246399,0.05768631926488539,0.06394699587352114,102,1.2522326992430535,1.1336292083022925,1.4031570234646935,True,True,0.05768631926488539,0.06394699587352114,102,1.2522326992430535,1.1314610943644527,1.3856901250930411,True,True,0.054717885275711135,0.06248919308355379,102,1.320166064870371,1.1853817320219724,1.481166678172792,True,True,0.05829690064795383,0.06567380069349052,102,1.23911725116727,1.1400689326885727,1.3618487457630055,True,True
