id,distance_m,value,deviation
mouth_corner_asymmetry,1.0,0.8814039965821372,2.55351295663786e-15
mouth_corner_asymmetry,1.5,0.8814039965821353,6.661338147750939e-16
mouth_corner_asymmetry,2.0,0.8814039965821437,9.103828801926284e-15
mouth_corner_asymmetry,3.0,0.8814039965821256,-8.992806499463768e-15
canthal_tilt_asymmetry,0.3,1.0180341069052847,0.018034106905282066
canthal_tilt_asymmetry,0.4,1.0134453370176377,0.013445337017635062
canthal_tilt_asymmetry,0.5,1.010718104723197,0.010718104723194344
canthal_tilt_asymmetry,0.7,1.0076248619909736,0.007624861990970899
canthal_tilt_asymmetry,1.0,1.0053212772534756,0.005321277253472978
canthal_tilt_asymmetry,1.5,1.003539199775319,0.0035391997753162485
canthal_tilt_asymmetry,2.0,1.0026512910274104,0.0026512910274076873
canthal_tilt_asymmetry,3.0,1.0017654595033703,0.0017654595033675946
nasofrontal_angle,0.3,121.53479190518829,0.0
nasofrontal_angle,0.4,121.53479190518829,0.0
nasofrontal_angle,0.5,121.53479190518829,0.0
nasofrontal_angle,0.7,121.53479190518829,0.0
nasofrontal_angle,1.0,121.53479190518829,0.0
nasofrontal_angle,1.5,121.53479190518829,0.0
nasofrontal_angle,2.0,121.53479190518829,0.0
nasofrontal_angle,3.0,121.53479190518829,0.0
nasolabial_angle,0.3,100.66978280449668,0.0
nasolabial_angle,0.4,100.66978280449668,0.0
nasolabial_angle,0.5,100.66978280449668,0.0
nasolabial_angle,0.7,100.66978280449668,0.0
nasolabial_angle,1.0,100.66978280449668,0.0
nasolabial_angle,1.5,100.66978280449668,0.0
nasolabial_angle,2.0,100.66978280449668,0.0
nasolabial_angle,3.0,100.66978280449668,0.0
facial_convexity_angle,0.3,173.192032159384,0.0
facial_convexity_angle,0.4,173.192032159384,0.0
facial_convexity_angle,0.5,173.192032159384,0.0
facial_convexity_angle,0.7,173.192032159384,0.0
facial_convexity_angle,1.0,173.192032159384,0.0
facial_convexity_angle,1.5,173.192032159384,0.0
facial_convexity_angle,2.0,173.192032159384,0.0
facial_convexity_angle,3.0,173.192032159384,0.0
mentolabial_angle,0.3,113.38522105721376,0.0
mentolabial_angle,0.4,113.38522105721376,0.0
mentolabial_angle,0.5,113.38522105721376,0.0
mentolabial_angle,0.7,113.38522105721376,0.0
mentolabial_angle,1.0,113.38522105721376,0.0
mentolabial_angle,1.5,113.38522105721376,0.0
mentolabial_angle,2.0,113.38522105721376,0.0
mentolabial_angle,3.0,113.38522105721376,0.0
mentocervical_angle,0.3,87.36707506187837,0.0
mentocervical_angle,0.4,87.36707506187837,0.0
mentocervical_angle,0.5,87.36707506187837,0.0
mentocervical_angle,0.7,87.36707506187837,0.0
mentocervical_angle,1.0,87.36707506187837,0.0
mentocervical_angle,1.5,87.36707506187837,0.0
mentocervical_angle,2.0,87.36707506187837,0.0
mentocervical_angle,3.0,87.36707506187837,0.0
submental_cervical_angle,0.3,110.81558506742743,0.0
submental_cervical_angle,0.4,110.81558506742743,0.0
submental_cervical_angle,0.5,110.81558506742743,0.0
submental_cervical_angle,0.7,110.81558506742743,0.0
submental_cervical_angle,1.0,110.81558506742743,0.0
submental_cervical_angle,1.5,110.81558506742743,0.0
submental_cervical_angle,2.0,110.81558506742743,0.0
submental_cervical_angle,3.0,110.81558506742743,0.0
gonial_angle_l,0.3,154.87104337225693,16.616791475623558
gonial_angle_l,0.4,151.65019485223772,13.39594295560434
gonial_angle_l,0.5,149.45778462951702,11.203532732883644
gonial_angle_l,0.7,146.6799040434497,8.425652146816333
gonial_angle_l,1.0,144.38663239980397,6.1323805031705945
gonial_angle_l,1.5,142.46860404628399,4.214352149650608
gonial_angle_l,2.0,141.46333528389368,3.209083387260307
gonial_angle_l,3.0,140.42627552919618,2.172023632562798
gonial_angle_r,0.3,109.62148901073337,-28.632762885900007
gonial_angle_r,0.4,117.74366921589214,-20.510582680741237
gonial_angle_r,0.5,122.39507058475611,-15.859181311877265
gonial_angle_r,0.7,127.4091970424457,-10.84505485418768
gonial_angle_r,1.0,130.92521114938805,-7.32904074724533
gonial_angle_r,1.5,133.5054511367033,-4.748800759930077
gonial_angle_r,2.0,134.7440339191858,-3.5102179774475815
gonial_angle_r,3.0,135.94823029955768,-2.3060215970756985
e_line_upper_lip,0.3,-2.6721019108280224,-0.0
e_line_upper_lip,0.4,-2.6721019108280224,-0.0
e_line_upper_lip,0.5,-2.6721019108280224,-0.0
e_line_upper_lip,0.7,-2.6721019108280224,-0.0
e_line_upper_lip,1.0,-2.6721019108280224,-0.0
