stratum_kind,group,n_subjects,landmark_median_err_over_ipd,landmark_err_ci_low,landmark_err_ci_high,id,unit,n,mean,between_spread,between_spread_ci_low,between_spread_ci_high,within_person_cv,within_person_cv_ci_low,within_person_cv_ci_high,discriminability,mean_percentile_vs_pooled_niosh
ethnicity,east_asian,9,0.05681336842474609,0.04254467312793271,0.06357708659287532,cupids_bow_peak_height_r,mm,9,1.6486467899344288,0.20108429868076916,0.048226940668280434,0.28150463217142635,0.19162617105636903,0.14471599163491405,0.24061449424602968,1.0493571810794984,
ethnicity,east_asian,9,0.05681336842474609,0.04254467312793271,0.06357708659287532,commissure_height_l,ratio,9,-0.003989108787283258,8.64994298622574,0.8586841953599756,86.802743637903,22.92789474336131,3.202480571383615,38.57094738872729,0.3772672145893508,
ethnicity,east_asian,9,0.05681336842474609,0.04254467312793271,0.06357708659287532,commissure_height_r,ratio,9,-0.015379312426833911,1.8677912674825634,0.53229461206809,27.490171005093597,15.79815535985755,2.191164636207244,22.872587147032736,0.11822844027908111,
ethnicity,east_asian,9,0.05681336842474609,0.04254467312793271,0.06357708659287532,nasal_dorsal_deviation,deg,9,1.1730322387253582,0.8291352158906914,0.44992651404800255,1.0436090628212147,14.419325107909286,13.523502930552617,15.303363349017241,0.057501665971585195,
ethnicity,east_asian,9,0.05681336842474609,0.04254467312793271,0.06357708659287532,alar_base_intercanthal_ratio,ratio,9,0.6910715519794386,0.14985898334777,0.03890101404919941,0.21796206449265884,0.05449278086626577,0.03800099498245792,0.06987442971241449,2.7500703940132647,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,interpupillary_distance,mm,10,63.70770196326133,0.0525492843950138,0.027144086823690284,0.06761380159180401,0.061242486387679,0.047058571103512165,0.07317949827233705,0.8580527587068357,0.45437634147256256
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,intercanthal_width,mm,10,34.730780097705704,0.09315459053103158,0.04696998930108269,0.11432781289756606,0.07257060947114882,0.05154624476504736,0.09195907691016375,1.2836407356901987,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,biocular_width,mm,10,88.4108356581792,0.05571346365163526,0.025866715441743154,0.0754263046048235,0.06626449620909626,0.047809568754827246,0.08318655940374405,0.8407739715674072,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,nose_breadth,mm,10,37.83405279014655,0.06530493742349056,0.03883694943983967,0.07906109510466251,0.08117318727804437,0.06222576497969573,0.09841626693287776,0.8045136530095839,0.5530406755790962
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,mouth_width,mm,10,50.93586791081942,0.06949887263133524,0.03445523406220816,0.09257067564379468,0.08484090645466147,0.07082949522615567,0.09958266276428432,0.8191670213763578,0.5207926683670516
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,philtrum_width,mm,10,16.094738469387547,0.08264438577185919,0.037463208426260976,0.11512548176674894,0.08683100095213012,0.06862547520467803,0.10796677472859993,0.9517843266303125,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,bizygomatic_width,mm,10,127.34690579399887,0.0892964474211611,0.0466941601974236,0.11512558420027438,0.08015688874018642,0.050747932452065526,0.10532290312110762,1.1140208761170713,0.15611681499448388
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,bigonial_width,mm,10,115.39821102064096,0.1396373115086276,0.06751516021070236,0.17970891227609131,0.07920999344055918,0.05217413487022158,0.1024125396025619,1.7628749283184113,0.42096194066456405
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,nose_height,mm,10,40.91808899871536,0.08579473187718924,0.05278493033960386,0.10388171719966334,0.17197696568985213,0.14010412938724504,0.1999432503546188,0.49887339000918157,0.045887193360876
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,face_height_sellion_menton,mm,10,110.18038105437249,0.09368115643923958,0.04446898798144166,0.1261024254900094,0.16781647164110688,0.1387361406255104,0.19554306455784748,0.5582357650778557,0.21835505590615362
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,philtrum_length,mm,10,14.806094329159913,0.25374433149433906,0.10785302001654178,0.3444953557992475,0.2340988867891518,0.19709222529524667,0.26580969317654674,1.0839194281298805,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,upper_face_height,mm,10,68.76022455218683,0.09805020353713605,0.05081563312058514,0.12894616652010965,0.18121828778909585,0.1487493317140823,0.2114495487734565,0.5410613064132254,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,middle_third_height,mm,10,54.01972930950287,0.08099316556799545,0.047961769563922736,0.09974862749610819,0.17315326124645458,0.1385299215416442,0.2042667306823559,0.4677542021730407,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,lower_third_height,mm,10,69.28975409470172,0.12508282587643804,0.05021357132003674,0.17402197030940725,0.17331984825954344,0.1442206335722674,0.19916056918315075,0.7216878339815339,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,palpebral_fissure_width_l,mm,10,26.973298623455285,0.060849364197968915,0.03341859765239542,0.07588773089270015,0.1713937862220762,0.15657864980995032,0.1858254371700555,0.35502666426381374,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,palpebral_fissure_height_l,mm,10,9.15789660505528,0.1149683086000512,0.04704939717154857,0.15994921574317011,0.19294353853320548,0.16359795160654317,0.2162112665593178,0.5958650363420448,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,canthal_tilt_l,deg,10,3.161643411560693,1.4752611849883341,0.8261568625779524,1.9355532981239787,2.1102628346284122,1.7512699848537179,2.4413318313139944,0.6990888342342944,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,eye_aspect_ratio_l,ratio,10,0.3390082374894504,0.08362661889673942,0.0401813341987304,0.1144312896754144,0.2669149601765023,0.23882204191938025,0.29511405384488926,0.3133080994839698,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,palpebral_fissure_width_r,mm,10,26.80028386714259,0.056668319309763085,0.031199335112974156,0.07239272575023337,0.23603857864545574,0.19695118817108317,0.28126616701875645,0.24008075135413492,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,palpebral_fissure_height_r,mm,10,9.210120841136979,0.144540114510961,0.07603778781251469,0.1909459787489903,0.22008135575580076,0.1923164618811924,0.24808936619564034,0.6567576522535635,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,canthal_tilt_r,deg,10,2.738989655106773,1.8002533101082794,1.0582422189194636,2.2514220067704636,1.7063974639904915,1.2383568635143645,2.188632773920774,1.055002335679931,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,eye_aspect_ratio_r,ratio,10,0.3428330067140956,0.11378387417662546,0.059714992884197786,0.14880573535995612,0.254289636908503,0.21033228697676296,0.2892531924763668,0.44745777122473346,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,intercanthal_biocular_ratio,ratio,10,0.3924512499119547,0.0598327987249979,0.03654521309884584,0.0759082548475681,0.028370176507321654,0.02256172125291934,0.03330245498565926,2.109003400439067,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,nose_mouth_width_ratio,ratio,10,0.744197414237967,0.05878104519707102,0.03125380827395845,0.07597254921657282,0.06338267360155718,0.05073113500523587,0.07575667265377461,0.9273992695004727,0.5584835893303363
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,eye_spacing_ratio,ratio,10,0.9190732910206517,0.08616040274534517,0.055434573144968254,0.10068948810927825,0.05484918322229634,0.04096702567088786,0.0683476244364086,1.5708602696260523,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,facial_thirds_ratio,ratio,10,0.7900243102141814,0.14403433933971527,0.06348069121367238,0.17920384297614067,0.03559592538880101,0.024966115268638428,0.048204311408243807,4.046371537373503,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,lip_vermilion_ratio,ratio,10,0.6525166581634141,0.12569642033230244,0.07075579439930715,0.15264104825438718,0.07844428925028182,0.06154228694734772,0.0921385758312809,1.602365468966893,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,facial_width_height_ratio,ratio,10,1.8563360276662055,0.06086876036797095,0.029035792319467842,0.08025837239653266,0.12699981484116366,0.11638561431488183,0.1362804044241511,0.47928227646708305,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,jaw_cheekbone_ratio,ratio,10,0.9045298598398862,0.083228739706427,0.0398495201241227,0.1104481288003924,0.014828458343251362,0.010375216237018802,0.01946268250352074,5.61277091521153,0.7900460818624123
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,ocular_height_asymmetry,deg,10,0.3299265170455797,0.3048619176830134,0.17244157546115355,0.35551833722198073,0.5551201999295812,0.4578593456748401,0.6377228336967081,0.5491818127347665,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,mouth_corner_asymmetry,deg,10,1.2765317041663855,0.7003677169971368,0.41175295575818666,0.8622494396056822,2.208457845177596,1.7026834523774734,2.621850319184611,0.3171297647933216,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,canthal_tilt_asymmetry,deg,10,1.417347077614205,1.142898994539808,0.5882005956706987,1.4765479755528963,1.769354023150072,1.3304726094272603,2.173197282278572,0.6459413885441909,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,brow_apex_lateral_offset_l,ratio,10,-0.5344261428683302,0.14443017902506108,0.07996322266354358,0.17676824784738993,126.84036458620292,1.6126567011945263,219.67400517704615,0.0011386767887039918,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,margin_reflex_distance_1_l,mm,10,3.617308647625477,0.15093328504073608,0.07201657103927232,0.20039005100522184,0.22626497391452774,0.2065134332744337,0.24601883100301616,0.6670642938210647,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,margin_reflex_distance_2_l,mm,10,5.517639708846762,0.17741258950922215,0.07931283248358356,0.24292418528741788,0.19795898718811,0.16321862225417516,0.2276216733967996,0.8962088159232513,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,medial_canthal_angle_l,deg,10,34.11708852033874,3.1719257418574047,1.2852985388987668,4.4882125772845445,6.508509445087929,5.7029413109972,7.236875833535521,0.4873505629236361,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,brow_apex_lateral_offset_r,ratio,10,-0.534769597001959,0.2091232541915805,0.12771096052572825,0.2564220570768796,4.983152999616116,2.8949316680870147,6.787647192869642,0.04196605125463549,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,margin_reflex_distance_1_r,mm,10,3.4882973440095433,0.18495003383703557,0.08077342138849447,0.25177561397007525,0.2567835596183048,0.2283611974316383,0.2822987508105346,0.7202565230887602,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,margin_reflex_distance_2_r,mm,10,5.696414563257796,0.1590822140537469,0.08493286985925724,0.20525751226841643,0.21694466224752343,0.17579995234528709,0.2551208697162667,0.7332847575306635,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,medial_canthal_angle_r,deg,10,33.45770115351617,3.4867040485009575,1.8652638623260673,4.5490241353071355,7.178457879375982,6.424503115805794,7.799831956004927,0.48571769969123985,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,upper_vermilion_height,mm,10,6.721917460470796,0.15206032666084338,0.08216700702571368,0.190349626654845,0.23558790618112488,0.1958653972115394,0.26929026076502144,0.6454504780221453,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,lower_vermilion_height,mm,10,10.350092558283027,0.14021782755921472,0.07649759347554765,0.1709460246764333,0.2036944589048232,0.17269833835981704,0.23057234532594637,0.6883733033932546,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,cupids_bow_peak_height_l,mm,10,1.6194388869004448,0.3301535696269045,0.22415023818377044,0.3834876114913029,0.24467381598890436,0.20440257239709836,0.2786873133362798,1.3493620814818883,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,cupids_bow_peak_height_r,mm,10,1.5612210483268434,0.43355729131191995,0.2726729741534212,0.5410192562209494,0.2461159758690258,0.167510869448135,0.3081004945444982,1.7615975142655662,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,commissure_height_l,ratio,10,-0.02988623767922094,1.0459485829088293,0.34375006543697645,3.2701297063563337,21.155299869550948,2.4092594076021263,32.18477085561816,0.04944144443039895,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,commissure_height_r,ratio,10,-0.0415209149242762,0.9712773898785768,0.44316518615546063,2.0767149833160774,18.729805155433098,2.287623653932052,29.137517961796704,0.051857314148130954,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,nasal_dorsal_deviation,deg,10,1.9453294209980825,1.5055375743882353,0.4698918604339809,1.7502574872670265,16.197615578534002,14.549824329378156,17.578534227615403,0.09294809887842129,
ethnicity,west_asian,10,0.05428007317802233,0.03591076668956217,0.07174714916461082,alar_base_intercanthal_ratio,ratio,10,0.787771667573271,0.07071569647157958,0.041443440386167214,0.08830705312100148,0.06225498434810025,0.04467658477078333,0.0783438768757541,1.1359041723658792,
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,interpupillary_distance,mm,69,61.63807200789244,0.05317261509935866,0.04382054839644675,0.06217781781765185,0.06939653259891454,0.06181903635083901,0.07665379146529226,0.7662142920983686,0.2940164180930658
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,intercanthal_width,mm,69,32.9006567623557,0.07674015698814964,0.0629120227822467,0.08902081974495867,0.0982748021681815,0.08730449439204929,0.10952196554303827,0.7808731770003587,
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,biocular_width,mm,69,86.49706674164501,0.04888630477270691,0.04094529888307135,0.056223212725216236,0.07574637731096301,0.0686858086400243,0.08308228834436339,0.6453946249074468,
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,nose_breadth,mm,69,34.553628689594774,0.07362569807018247,0.06114216938779507,0.08430230687126167,0.09730298564024276,0.09114195795313168,0.1032556643089741,0.7566643262355581,0.3215810294570036
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,mouth_width,mm,69,49.02428046243422,0.057911252321173334,0.048497548425866836,0.06598032353449194,0.10987718553329731,0.10154038875384921,0.11814436924016616,0.5270543838568184,0.37267763723636765
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,philtrum_width,mm,69,14.227983870429247,0.09513371613575557,0.07985083648746996,0.10929733926503603,0.11861793633441536,0.10810100166520183,0.12908933516428042,0.8020179668911828,
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,bizygomatic_width,mm,69,120.3979477173108,0.06535560208362935,0.053309189232159625,0.07622361539096909,0.09335844246101445,0.08585130128476867,0.10112368775401041,0.7000502617738208,0.03440054917690942
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,bigonial_width,mm,69,109.24388446517277,0.09592885840698558,0.08217936864436633,0.10699138640773531,0.09536606914962878,0.08791570400153262,0.10327254432070557,1.0059013573944606,0.2978674683064566
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,nose_height,mm,69,40.45769366271328,0.07457918760513196,0.06140895808446411,0.08599927389371252,0.196548294941075,0.18688011822891243,0.20560338489881635,0.379444592116613,0.03535017820057468
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,face_height_sellion_menton,mm,69,109.70519001082847,0.06322905325822732,0.053791521970499974,0.0716971273575366,0.189963973070321,0.1818439924666497,0.19835637369379422,0.33284760387076734,0.1706347896257084
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,philtrum_length,mm,69,16.37338712363717,0.15419740082676378,0.1253189306923806,0.18072319111981794,0.22799257575068954,0.21605937025583616,0.23934863644123686,0.6763264124678298,
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,upper_face_height,mm,69,70.93495411280088,0.06719413663914209,0.05648364182886716,0.07644886360951197,0.1945380335456118,0.18606606685276333,0.20351185655427975,0.34540359750982885,
ethnicity,white,69,0.05383793293363994,0.04842210814119001,0.05787105187505674,middle_third_height,mm,69,54.60634269903805,0.07648298507168788,0.06596114843960081,0.08616102918209215,0.19058925298143833,0.1818375722891933,0.19930390523368288,0.40129747021536744,
