id,axis,pipeline_noise,slope_ortho,slope_persp1m,crossover_deg_ortho,crossover_deg_persp1m
canthal_tilt_l,yaw,0.019079286437221368,0.030818307555007297,0.030899470378953353,0.6190893644359585,0.6174632187293702
canthal_tilt_l,pitch,0.019079286437221368,0.3401601867041898,0.3425658204274242,0.056089122663297165,0.055695242489212364
canthal_tilt_l,roll,0.019079286437221368,3.9968028886505636e-16,0.0010657558912575472,47736370716202.836,17.90211679215642
eye_aspect_ratio_l,yaw,0.0008906556640249904,0.0061470742063298835,0.0067058396666372574,0.1448909894576915,0.1328179181581332
eye_aspect_ratio_l,pitch,0.0008906556640249904,0.0016789055683947359,0.0017029092975320646,0.5304977723533192,0.5230200253858324
eye_aspect_ratio_l,roll,0.0008906556640249904,2.2867537493113548e-17,0.00021022035892216432,38948472886212.92,4.236771683730035
palpebral_fissure_width_r,yaw,0.00028927625841906917,0.0059213155355293924,0.007000830751667193,0.048853376700386655,0.04132027593299271
palpebral_fissure_width_r,pitch,0.00028927625841906917,0.0006120449409477625,0.0012751774060579303,0.4726389176113763,0.22685177532539152
palpebral_fissure_width_r,roll,0.00028927625841906917,6.0918130026576986e-18,0.00020949508256553904,47486069958625.7,1.380826007353042
palpebral_fissure_height_r,yaw,0.0008049260721948077,0.0,0.0005501218172786098,,1.4631778760869467
palpebral_fissure_height_r,pitch,0.0008049260721948077,0.001519224698779195,0.0015188709033021185,0.5298268734319702,0.5299502877070389
palpebral_fissure_height_r,roll,0.0008049260721948077,0.0,0.0,,
canthal_tilt_r,yaw,0.020396985780084604,0.036894338277963755,0.03732993703286316,0.5528486681726804,0.5463975404546827
canthal_tilt_r,pitch,0.020396985780084604,0.33905923373256314,0.3413418711981969,0.060157588264276446,0.05975529960179215
canthal_tilt_r,roll,0.020396985780084604,1.3322676295501878e-16,0.0012747450171801677,153099762597783.88,16.000835857514687
eye_aspect_ratio_r,yaw,0.0008791818275501092,0.006125226397342898,0.006681703847000994,0.14353458476759245,0.1315804842120801
eye_aspect_ratio_r,pitch,0.0008791818275501092,0.0016717334111258455,0.0016954534515122462,0.5259103046567787,0.5185526189267715
eye_aspect_ratio_r,roll,0.0008791818275501092,7.357685195285611e-18,0.0002095041543956724,119491634150566.7,4.196488752627189
intercanthal_biocular_ratio,yaw,0.0002803959000342909,5.0083848349861736e-08,5.083974670871989e-05,5598.529451562502,5.5152890835744115
intercanthal_biocular_ratio,pitch,0.0002803959000342909,4.857370742898758e-08,4.2478649900472037e-05,5772.58592921317,6.600866569235645
intercanthal_biocular_ratio,roll,0.0002803959000342909,1.5612762787118765e-17,1.5457874267405286e-17,17959403076669.44,18139357015313.426
nose_mouth_width_ratio,yaw,0.0002985877634654182,3.678541477923352e-07,2.0277452861334132e-05,811.7014997856705,14.725111951056608
nose_mouth_width_ratio,pitch,0.0002985877634654182,3.567658657467463e-07,0.0004141386473598594,836.9291799831929,0.7209850260750116
nose_mouth_width_ratio,roll,0.0002985877634654182,8.49094544382018e-18,8.525461482209696e-18,35165431863978.617,35023061694488.812
eye_spacing_ratio,yaw,0.0003283466584772633,0.0,4.256552001272378e-05,,7.7139115974411485
eye_spacing_ratio,pitch,0.0003283466584772633,0.0,0.0008203090659269335,,0.4002718878965916
eye_spacing_ratio,roll,0.0003283466584772633,1.1796119636642288e-17,2.3831027120180176e-17,27835141435605.656,13778116101391.975
facial_thirds_ratio,yaw,0.0008323566632217612,4.7133316434563364e-05,8.320157565237892e-05,17.659624363105184,10.004097358677392
facial_thirds_ratio,pitch,0.0008323566632217612,0.0036584396658075778,0.006205931200119087,0.22751684850815318,0.13412276681471894
facial_thirds_ratio,roll,0.0008323566632217612,2.0953504971798732e-17,1.1437166897196132e-05,39723982424039.695,72.7764725918109
lip_vermilion_ratio,yaw,0.0033564669670119924,0.0,4.791009782717019e-06,,700.576103835153
lip_vermilion_ratio,pitch,0.0033564669670119924,8.881784197001253e-17,0.00021143030573826047,37790458454791.47,15.875051380605393
lip_vermilion_ratio,roll,0.0033564669670119924,1.7763568394002506e-16,1.7709023148166258e-16,18895229227395.734,18953428085385.668
facial_width_height_ratio,yaw,0.00012052098363607884,0.0015320704650201964,0.0013855602671355555,0.07866543111937746,0.08698357371725046
facial_width_height_ratio,pitch,0.00012052098363607884,0.001666002723902347,0.0016904049956082648,0.07234140851449365,0.07129710569313084
facial_width_height_ratio,roll,0.00012052098363607884,0.0,5.045801286356015e-06,,23.88540031530193
jaw_cheekbone_ratio,yaw,0.00010181789786015625,0.0,3.438631818195911e-05,,2.9610002827687243
jaw_cheekbone_ratio,pitch,0.00010181789786015625,0.0,0.001303115879301595,,0.07813418551443449
jaw_cheekbone_ratio,roll,0.00010181789786015625,1.3379610809585219e-17,0.0,7609929713890.736,
ocular_height_asymmetry,yaw,0.009074902904409153,0.0005016851068294248,0.00483543622405872,18.088842544601707,1.8767495803702179
ocular_height_asymmetry,pitch,0.009074902904409153,0.0004940638701884992,0.00048698495998575065,18.36787397740058,18.634873045513945
