view,id,tolerance_deg,n,frac_within_tolerance,frac_within_tolerance_pose_gated
neutral_right_3quarter,brow_apex_lateral_offset_l,8.0,102,0.0,0.0
neutral_right_3quarter,margin_reflex_distance_1_l,6.0,102,0.0,0.0
neutral_right_3quarter,margin_reflex_distance_2_l,6.0,102,0.0,0.0
neutral_right_3quarter,medial_canthal_angle_l,6.0,102,0.0,0.0
neutral_right_3quarter,brow_apex_lateral_offset_r,8.0,102,0.0,0.0
neutral_right_3quarter,margin_reflex_distance_1_r,6.0,102,0.0,0.0
neutral_right_3quarter,margin_reflex_distance_2_r,6.0,102,0.0,0.0
neutral_right_3quarter,medial_canthal_angle_r,6.0,102,0.0,0.0
neutral_right_3quarter,upper_vermilion_height,6.0,102,0.0,0.0
neutral_right_3quarter,lower_vermilion_height,6.0,102,0.0,0.0
neutral_right_3quarter,cupids_bow_peak_height_l,6.0,102,0.0,0.0
neutral_right_3quarter,cupids_bow_peak_height_r,6.0,102,0.0,0.0
neutral_right_3quarter,commissure_height_l,8.0,102,0.0,0.0
neutral_right_3quarter,commissure_height_r,8.0,102,0.0,0.0
neutral_right_3quarter,nasal_dorsal_deviation,4.0,102,0.0,0.0
neutral_right_3quarter,alar_base_intercanthal_ratio,12.0,102,0.0,0.0
neutral_left_profile,interpupillary_distance,8.0,12,0.0,0.0
neutral_left_profile,intercanthal_width,8.0,12,0.0,0.0
neutral_left_profile,biocular_width,8.0,12,0.0,0.0
neutral_left_profile,nose_breadth,8.0,12,0.0,0.0
neutral_left_profile,mouth_width,8.0,12,0.0,0.0
neutral_left_profile,philtrum_width,8.0,12,0.0,0.0
neutral_left_profile,bizygomatic_width,5.0,12,0.0,0.0
neutral_left_profile,bigonial_width,5.0,12,0.0,0.0
neutral_left_profile,nose_height,6.0,12,0.0,0.0
neutral_left_profile,face_height_sellion_menton,6.0,12,0.0,0.0
neutral_left_profile,philtrum_length,6.0,12,0.0,0.0
neutral_left_profile,upper_face_height,6.0,12,0.0,0.0
neutral_left_profile,middle_third_height,6.0,12,0.0,0.0
neutral_left_profile,lower_third_height,6.0,12,0.0,0.0
neutral_left_profile,palpebral_fissure_width_l,6.0,12,0.0,0.0
neutral_left_profile,palpebral_fissure_height_l,6.0,12,0.0,0.0
neutral_left_profile,canthal_tilt_l,3.0,12,0.0,0.0
neutral_left_profile,eye_aspect_ratio_l,8.0,12,0.0,0.0
neutral_left_profile,palpebral_fissure_width_r,6.0,12,0.0,0.0
neutral_left_profile,palpebral_fissure_height_r,6.0,12,0.0,0.0
neutral_left_profile,canthal_tilt_r,3.0,12,0.0,0.0
neutral_left_profile,eye_aspect_ratio_r,8.0,12,0.0,0.0
neutral_left_profile,intercanthal_biocular_ratio,12.0,12,0.0,0.0
neutral_left_profile,nose_mouth_width_ratio,12.0,12,0.0,0.0
neutral_left_profile,eye_spacing_ratio,12.0,12,0.0,0.0
neutral_left_profile,facial_thirds_ratio,10.0,12,0.0,0.0
neutral_left_profile,lip_vermilion_ratio,10.0,12,0.0,0.0
neutral_left_profile,facial_width_height_ratio,5.0,12,0.0,0.0
neutral_left_profile,jaw_cheekbone_ratio,8.0,12,0.0,0.0
neutral_left_profile,ocular_height_asymmetry,10.0,12,0.0,0.0
neutral_left_profile,mouth_corner_asymmetry,10.0,12,0.0,0.0
neutral_left_profile,canthal_tilt_asymmetry,10.0,12,0.0,0.0
neutral_left_profile,brow_apex_lateral_offset_l,8.0,12,0.0,0.0
neutral_left_profile,margin_reflex_distance_1_l,6.0,12,0.0,0.0
neutral_left_profile,margin_reflex_distance_2_l,6.0,12,0.0,0.0
neutral_left_profile,medial_canthal_angle_l,6.0,12,0.0,0.0
neutral_left_profile,brow_apex_lateral_offset_r,8.0,12,0.0,0.0
neutral_left_profile,margin_reflex_distance_1_r,6.0,12,0.0,0.0
neutral_left_profile,margin_reflex_distance_2_r,6.0,12,0.0,0.0
neutral_left_profile,medial_canthal_angle_r,6.0,12,0.0,0.0
neutral_left_profile,upper_vermilion_height,6.0,12,0.0,0.0
neutral_left_profile,lower_vermilion_height,6.0,12,0.0,0.0
neutral_left_profile,cupids_bow_peak_height_l,6.0,12,0.0,0.0
neutral_left_profile,cupids_bow_peak_height_r,6.0,12,0.0,0.0
neutral_left_profile,commissure_height_l,8.0,12,0.0,0.0
neutral_left_profile,commissure_height_r,8.0,12,0.0,0.0
neutral_left_profile,nasal_dorsal_deviation,4.0,12,0.0,0.0
neutral_left_profile,alar_base_intercanthal_ratio,12.0,12,0.0,0.0
