condition,id,axis,angle_deg,value,deviation
3d,margin_reflex_distance_2_r,roll,-5.0,5.479070839504601,-0.0038053019082543538
3d,margin_reflex_distance_2_r,roll,-2.5,5.49476521870022,-0.0009517784181418485
3d,margin_reflex_distance_2_r,roll,0.0,5.5,0.0
3d,margin_reflex_distance_2_r,roll,2.5,5.494765218700216,-0.0009517784181424945
3d,margin_reflex_distance_2_r,roll,5.0,5.4790708395045975,-0.003805301908255
3d,margin_reflex_distance_2_r,roll,7.5,5.452946737555955,-0.008555138626190032
3d,margin_reflex_distance_2_r,roll,10.0,5.416442641567144,-0.01519224698779195
3d,margin_reflex_distance_2_r,roll,12.5,5.3696280391596325,-0.023703992880066818
3d,margin_reflex_distance_2_r,roll,15.0,5.312592044589878,-0.03407417371093127
3d,margin_reflex_distance_2_r,roll,17.5,5.245443229115247,-0.04628304925177334
3d,margin_reflex_distance_2_r,roll,20.0,5.1683094143224935,-0.0603073792140921
3d,margin_reflex_distance_2_r,roll,22.5,5.081337428812078,-0.07612046748871312
3d,margin_reflex_distance_2_r,roll,25.0,4.984692828701576,-0.09369221296334987
3d,margin_reflex_distance_2_r,roll,27.5,4.878559582480221,-0.11298916682177808
3d,margin_reflex_distance_2_r,roll,30.0,4.763139720814415,-0.1339745962155609
3d,medial_canthal_angle_r,yaw,-30.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,yaw,-27.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-25.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-22.5,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-20.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-17.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-15.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,yaw,-12.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-10.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,-7.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,-5.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,-2.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,0.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,2.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,5.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,7.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,yaw,10.0,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,12.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,15.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,17.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,20.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,yaw,22.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,yaw,25.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,yaw,27.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,yaw,30.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,pitch,-30.0,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,pitch,-27.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,-25.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,-22.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,-20.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,-17.5,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,pitch,-15.0,37.86806137204523,-1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,-12.5,37.86806137204527,2.1316282072803006e-14
3d,medial_canthal_angle_r,pitch,-10.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,-7.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,-5.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,-2.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,0.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,2.5,37.868061372045275,2.842170943040401e-14
3d,medial_canthal_angle_r,pitch,5.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,7.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,10.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,12.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,15.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,17.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,pitch,20.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,pitch,22.5,37.86806137204527,2.1316282072803006e-14
3d,medial_canthal_angle_r,pitch,25.0,37.86806137204527,2.1316282072803006e-14
3d,medial_canthal_angle_r,pitch,27.5,37.86806137204522,-2.842170943040401e-14
3d,medial_canthal_angle_r,pitch,30.0,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,roll,-30.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,-27.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,-25.0,37.86806137204523,-1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,-22.5,37.86806137204523,-1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,-20.0,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,roll,-17.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,roll,-15.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,roll,-12.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,-10.0,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,roll,-7.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,roll,-5.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,roll,-2.5,37.86806137204527,2.1316282072803006e-14
3d,medial_canthal_angle_r,roll,0.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,roll,2.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,5.0,37.86806137204524,-7.105427357601002e-15
3d,medial_canthal_angle_r,roll,7.5,37.86806137204523,-1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,10.0,37.86806137204525,0.0
3d,medial_canthal_angle_r,roll,12.5,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,roll,15.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,roll,17.5,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,20.0,37.86806137204526,1.4210854715202004e-14
3d,medial_canthal_angle_r,roll,22.5,37.86806137204525,0.0
3d,medial_canthal_angle_r,roll,25.0,37.868061372045254,7.105427357601002e-15
3d,medial_canthal_angle_r,roll,27.5,37.86806137204527,2.1316282072803006e-14
3d,medial_canthal_angle_r,roll,30.0,37.86806137204525,0.0
3d,upper_vermilion_height,yaw,-30.0,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-27.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,-25.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-22.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,-20.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-17.5,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-15.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-12.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,-10.0,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-7.5,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-5.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,-2.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,0.0,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,2.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,5.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,7.5,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,10.0,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,yaw,12.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,15.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,17.5,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,20.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,22.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,25.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,yaw,27.5,4.123105625617661,0.0
3d,upper_vermilion_height,yaw,30.0,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,pitch,-30.0,4.123105625617655,-1.292489448994514e-15
3d,upper_vermilion_height,pitch,-27.5,4.12310562561765,-2.584978897989028e-15
3d,upper_vermilion_height,pitch,-25.0,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,pitch,-22.5,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,pitch,-20.0,4.123105625617663,6.46244724497257e-16
3d,upper_vermilion_height,pitch,-17.5,4.123105625617666,1.292489448994514e-15
3d,upper_vermilion_height,pitch,-15.0,4.123105625617658,-6.46244724497257e-16
3d,upper_vermilion_height,pitch,-12.5,4.123105625617655,-1.292489448994514e-15
3d,upper_vermilion_height,pitch,-10.0,4.1231056256176535,-1.7233192653260188e-15
3d,upper_vermilion_height,pitch,-7.5,4.123105625617657,-8.616596326630094e-16
3d,upper_vermilion_height,pitch,-5.0,4.123105625617642,-4.523713071480799e-15
3d,upper_vermilion_height,pitch,-2.5,4.123105625617669,1.9387341734917712e-15
3d,upper_vermilion_height,pitch,0.0,4.123105625617661,0.0
3d,upper_vermilion_height,pitch,2.5,4.123105625617647,-3.231223622486285e-15
3d,upper_vermilion_height,pitch,5.0,4.123105625617648,-3.015808714320533e-15
3d,upper_vermilion_height,pitch,7.5,4.123105625617653,-1.9387341734917712e-15
3d,upper_vermilion_height,pitch,10.0,4.12310562561766,-2.1541490816575234e-16
3d,upper_vermilion_height,pitch,12.5,4.123105625617662,4.308298163315047e-16
3d,upper_vermilion_height,pitch,15.0,4.123105625617647,-3.231223622486285e-15
3d,upper_vermilion_height,pitch,17.5,4.123105625617674,3.231223622486285e-15
3d,upper_vermilion_height,pitch,20.0,4.1231056256176615,2.1541490816575234e-16
3d,upper_vermilion_height,pitch,22.5,4.123105625617653,-1.9387341734917712e-15
3d,upper_vermilion_height,pitch,25.0,4.123105625617672,2.8003938061547806e-15
3d,upper_vermilion_height,pitch,27.5,4.123105625617655,-1.292489448994514e-15
3d,upper_vermilion_height,pitch,30.0,4.1231056256176695,2.1541490816575236e-15
3d,upper_vermilion_height,roll,-30.0,4.123105625617657,-8.616596326630094e-16
3d,upper_vermilion_height,roll,-27.5,4.123105625617654,-1.5079043571602665e-15
3d,upper_vermilion_height,roll,-25.0,4.123105625617658,-6.46244724497257e-16
3d,upper_vermilion_height,roll,-22.5,4.123105625617659,-4.308298163315047e-16
3d,upper_vermilion_height,roll,-20.0,4.123105625617662,4.308298163315047e-16
3d,upper_vermilion_height,roll,-17.5,4.123105625617674,3.231223622486285e-15
3d,upper_vermilion_height,roll,-15.0,4.123105625617665,1.0770745408287618e-15
3d,upper_vermilion_height,roll,-12.5,4.123105625617665,1.0770745408287618e-15
3d,upper_vermilion_height,roll,-10.0,4.123105625617664,8.616596326630094e-16
3d,upper_vermilion_height,roll,-7.5,4.123105625617662,4.308298163315047e-16
3d,upper_vermilion_height,roll,-5.0,4.123105625617674,3.231223622486285e-15
3d,upper_vermilion_height,roll,-2.5,4.123105625617665,1.0770745408287618e-15
3d,upper_vermilion_height,roll,0.0,4.123105625617661,0.0
3d,upper_vermilion_height,roll,2.5,4.123105625617665,1.0770745408287618e-15
3d,upper_vermilion_height,roll,5.0,4.123105625617674,3.231223622486285e-15
3d,upper_vermilion_height,roll,7.5,4.123105625617662,4.308298163315047e-16
3d,upper_vermilion_height,roll,10.0,4.123105625617664,8.616596326630094e-16
3d,upper_vermilion_height,roll,12.5,4.123105625617665,1.0770745408287618e-15
3d,upper_vermilion_height,roll,15.0,4.123105625617665,1.0770745408287618e-15
3d,upper_vermilion_height,roll,17.5,4.123105625617674,3.231223622486285e-15
3d,upper_vermilion_height,roll,20.0,4.123105625617662,4.308298163315047e-16
3d,upper_vermilion_height,roll,22.5,4.123105625617659,-4.308298163315047e-16
3d,upper_vermilion_height,roll,25.0,4.123105625617658,-6.46244724497257e-16
3d,upper_vermilion_height,roll,27.5,4.123105625617654,-1.5079043571602665e-15
3d,upper_vermilion_height,roll,30.0,4.123105625617657,-8.616596326630094e-16
3d,lower_vermilion_height,yaw,-30.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-27.5,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,yaw,-25.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-22.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-20.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-17.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-15.0,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,yaw,-12.5,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,yaw,-10.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-7.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-5.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,-2.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,0.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,2.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,5.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,7.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,10.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,12.5,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,yaw,15.0,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,yaw,17.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,20.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,22.5,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,25.0,8.246211251235321,0.0
3d,lower_vermilion_height,yaw,27.5,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,yaw,30.0,8.246211251235321,0.0
3d,lower_vermilion_height,pitch,-30.0,8.246211251235327,6.46244724497257e-16
3d,lower_vermilion_height,pitch,-27.5,8.246211251235328,8.616596326630094e-16
3d,lower_vermilion_height,pitch,-25.0,8.246211251235312,-1.0770745408287618e-15
3d,lower_vermilion_height,pitch,-22.5,8.246211251235334,1.5079043571602665e-15
3d,lower_vermilion_height,pitch,-20.0,8.246211251235312,-1.0770745408287618e-15
3d,lower_vermilion_height,pitch,-17.5,8.246211251235323,2.1541490816575234e-16
3d,lower_vermilion_height,pitch,-15.0,8.246211251235328,8.616596326630094e-16
3d,lower_vermilion_height,pitch,-12.5,8.246211251235323,2.1541490816575234e-16
3d,lower_vermilion_height,pitch,-10.0,8.246211251235321,0.0
3d,lower_vermilion_height,pitch,-7.5,8.246211251235328,8.616596326630094e-16
3d,lower_vermilion_height,pitch,-5.0,8.24621125123534,2.3695639898232757e-15
3d,lower_vermilion_height,pitch,-2.5,8.246211251235323,2.1541490816575234e-16
3d,lower_vermilion_height,pitch,0.0,8.246211251235321,0.0
3d,lower_vermilion_height,pitch,2.5,8.246211251235323,2.1541490816575234e-16
3d,lower_vermilion_height,pitch,5.0,8.246211251235327,6.46244724497257e-16
3d,lower_vermilion_height,pitch,7.5,8.246211251235325,4.308298163315047e-16
3d,lower_vermilion_height,pitch,10.0,8.246211251235323,2.1541490816575234e-16
3d,lower_vermilion_height,pitch,12.5,8.246211251235321,0.0
3d,lower_vermilion_height,pitch,15.0,8.24621125123533,1.0770745408287618e-15
3d,lower_vermilion_height,pitch,17.5,8.246211251235323,2.1541490816575234e-16
3d,lower_vermilion_height,pitch,20.0,8.246211251235312,-1.0770745408287618e-15
3d,lower_vermilion_height,pitch,22.5,8.246211251235327,6.46244724497257e-16
3d,lower_vermilion_height,pitch,25.0,8.246211251235321,0.0
3d,lower_vermilion_height,pitch,27.5,8.246211251235327,6.46244724497257e-16
3d,lower_vermilion_height,pitch,30.0,8.246211251235325,4.308298163315047e-16
3d,lower_vermilion_height,roll,-30.0,8.246211251235337,1.9387341734917712e-15
3d,lower_vermilion_height,roll,-27.5,8.246211251235332,1.292489448994514e-15
3d,lower_vermilion_height,roll,-25.0,8.246211251235327,6.46244724497257e-16
3d,lower_vermilion_height,roll,-22.5,8.246211251235328,8.616596326630094e-16
3d,lower_vermilion_height,roll,-20.0,8.246211251235325,4.308298163315047e-16
3d,lower_vermilion_height,roll,-17.5,8.246211251235321,0.0
3d,lower_vermilion_height,roll,-15.0,8.246211251235318,-4.308298163315047e-16
3d,lower_vermilion_height,roll,-12.5,8.246211251235316,-6.46244724497257e-16
3d,lower_vermilion_height,roll,-10.0,8.246211251235314,-8.616596326630094e-16
3d,lower_vermilion_height,roll,-7.5,8.246211251235325,4.308298163315047e-16
3d,lower_vermilion_height,roll,-5.0,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,roll,-2.5,8.246211251235316,-6.46244724497257e-16
3d,lower_vermilion_height,roll,0.0,8.246211251235321,0.0
3d,lower_vermilion_height,roll,2.5,8.246211251235316,-6.46244724497257e-16
3d,lower_vermilion_height,roll,5.0,8.24621125123532,-2.1541490816575234e-16
3d,lower_vermilion_height,roll,7.5,8.246211251235325,4.308298163315047e-16
3d,lower_vermilion_height,roll,10.0,8.246211251235314,-8.616596326630094e-16
3d,lower_vermilion_height,roll,12.5,8.246211251235316,-6.46244724497257e-16
3d,lower_vermilion_height,roll,15.0,8.246211251235318,-4.308298163315047e-16
3d,lower_vermilion_height,roll,17.5,8.246211251235321,0.0
3d,lower_vermilion_height,roll,20.0,8.246211251235325,4.308298163315047e-16
3d,lower_vermilion_height,roll,22.5,8.246211251235328,8.616596326630094e-16
3d,lower_vermilion_height,roll,25.0,8.246211251235327,6.46244724497257e-16
3d,lower_vermilion_height,roll,27.5,8.246211251235332,1.292489448994514e-15
3d,lower_vermilion_height,roll,30.0,8.246211251235337,1.9387341734917712e-15
3d,cupids_bow_peak_height_l,yaw,-30.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-27.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-25.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-22.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-20.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-17.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-15.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-12.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-10.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-7.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-5.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,-2.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,0.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,2.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,5.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,7.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,10.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,12.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,15.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,17.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,20.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,22.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,25.0,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,27.5,1.5,0.0
3d,cupids_bow_peak_height_l,yaw,30.0,1.5,0.0
3d,cupids_bow_peak_height_l,pitch,-30.0,0.299038105676658,-0.800641262882228
3d,cupids_bow_peak_height_l,pitch,-27.5,0.40701902329726636,-0.7286539844684891
3d,cupids_bow_peak_height_l,pitch,-25.0,0.5142251570735823,-0.6571832286176118
3d,cupids_bow_peak_height_l,pitch,-22.5,0.6204524340367499,-0.5863650439755
3d,cupids_bow_peak_height_l,pitch,-20.0,0.7254986445275193,-0.5163342369816538
3d,cupids_bow_peak_height_l,pitch,-17.5,0.8291638271137884,-0.44722411525747435
3d,cupids_bow_peak_height_l,pitch,-15.0,0.9312506492285593,-0.37916623384762715
3d,cupids_bow_peak_height_l,pitch,-12.5,1.0315647828036987,-0.3122901447975342
3d,cupids_bow_peak_height_l,pitch,-10.0,1.1299152741844551,-0.24672315054369656
3d,cupids_bow_peak_height_l,pitch,-7.5,1.2261149076206124,-0.18259006158625843
3d,cupids_bow_peak_height_l,pitch,-5.0,1.3199805616423106,-0.12001295890512627
3d,cupids_bow_peak_height_l,pitch,-2.5,1.4113335576421093,-0.05911096157192711
3d,cupids_bow_peak_height_l,pitch,0.0,1.5,0.0
3d,cupids_bow_peak_height_l,pitch,2.5,1.585811107103467,0.05720740473564471
3d,cupids_bow_peak_height_l,pitch,5.0,1.6686035326329431,0.11240235508862877
3d,cupids_bow_peak_height_l,pitch,7.5,1.7482196765008098,0.1654797843338732
3d,cupids_bow_peak_height_l,pitch,10.0,1.8245079848521755,0.216338656568117
3d,cupids_bow_peak_height_l,pitch,12.5,1.8973232385561118,0.2648821590374079
3d,cupids_bow_peak_height_l,pitch,15.0,1.9665268296386529,0.3110178864257686
3d,cupids_bow_peak_height_l,pitch,17.5,2.0319870251308743,0.35465801675391617
3d,cupids_bow_peak_height_l,pitch,20.0,2.0935792178301966,0.3957194785534644
3d,cupids_bow_peak_height_l,pitch,22.5,2.1511861634971154,0.43412410899807696
3d,cupids_bow_peak_height_l,pitch,25.0,2.2046982040363616,0.46979880269090774
3d,cupids_bow_peak_height_l,pitch,27.5,2.2540134762373896,0.5026756508249264
3d,cupids_bow_peak_height_l,pitch,30.0,2.299038105676658,0.5326920704511053
3d,cupids_bow_peak_height_l,roll,-30.0,1.299038105676651,-0.13397459621556607
3d,cupids_bow_peak_height_l,roll,-27.5,1.330516249767328,-0.11298916682178135
3d,cupids_bow_peak_height_l,roll,-25.0,1.359461680554972,-0.09369221296335202
3d,cupids_bow_peak_height_l,roll,-22.5,1.3858192987669256,-0.0761204674887163
3d,cupids_bow_peak_height_l,roll,-20.0,1.409538931178858,-0.06030737921409468
3d,cupids_bow_peak_height_l,roll,-17.5,1.4305754261223314,-0.0462830492517791
3d,cupids_bow_peak_height_l,roll,-15.0,1.448888739433599,-0.03407417371093402
3d,cupids_bow_peak_height_l,roll,-12.5,1.4644440106798982,-0.023703992880067897
3d,cupids_bow_peak_height_l,roll,-10.0,1.4772116295183153,-0.015192246987789796
3d,cupids_bow_peak_height_l,roll,-7.5,1.4871672920607253,-0.008555138626183142
3d,cupids_bow_peak_height_l,roll,-5.0,1.4942920471376127,-0.0038053019082582296
3d,cupids_bow_peak_height_l,roll,-2.5,1.4985723323727953,-0.0009517784181364656
3d,cupids_bow_peak_height_l,roll,0.0,1.5,0.0
3d,cupids_bow_peak_height_l,roll,2.5,1.498572332372781,-0.0009517784181459396
3d,cupids_bow_peak_height_l,roll,5.0,1.4942920471375984,-0.0038053019082677033
3d,cupids_bow_peak_height_l,roll,7.5,1.487167292060711,-0.008555138626192615
3d,cupids_bow_peak_height_l,roll,10.0,1.4772116295183082,-0.015192246987794533
3d,cupids_bow_peak_height_l,roll,12.5,1.4644440106798982,-0.023703992880067897
3d,cupids_bow_peak_height_l,roll,15.0,1.4488887394336132,-0.03407417371092455
3d,cupids_bow_peak_height_l,roll,17.5,1.4305754261223242,-0.04628304925178384
3d,cupids_bow_peak_height_l,roll,20.0,1.409538931178858,-0.06030737921409468
3d,cupids_bow_peak_height_l,roll,22.5,1.3858192987669327,-0.07612046748871155
3d,cupids_bow_peak_height_l,roll,25.0,1.3594616805549649,-0.09369221296335677
3d,cupids_bow_peak_height_l,roll,27.5,1.330516249767335,-0.11298916682177662
3d,cupids_bow_peak_height_l,roll,30.0,1.299038105676658,-0.13397459621556132
3d,cupids_bow_peak_height_r,yaw,-30.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-27.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-25.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-22.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-20.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-17.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-15.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-12.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-10.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-7.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-5.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,-2.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,0.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,2.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,5.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,7.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,10.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,12.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,15.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,17.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,20.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,22.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,25.0,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,27.5,1.5,0.0
3d,cupids_bow_peak_height_r,yaw,30.0,1.5,0.0
3d,cupids_bow_peak_height_r,pitch,-30.0,0.299038105676658,-0.800641262882228
3d,cupids_bow_peak_height_r,pitch,-27.5,0.40701902329726636,-0.7286539844684891
3d,cupids_bow_peak_height_r,pitch,-25.0,0.5142251570735823,-0.6571832286176118
3d,cupids_bow_peak_height_r,pitch,-22.5,0.6204524340367499,-0.5863650439755
3d,cupids_bow_peak_height_r,pitch,-20.0,0.7254986445275193,-0.5163342369816538
3d,cupids_bow_peak_height_r,pitch,-17.5,0.8291638271137884,-0.44722411525747435
3d,cupids_bow_peak_height_r,pitch,-15.0,0.9312506492285593,-0.37916623384762715
3d,cupids_bow_peak_height_r,pitch,-12.5,1.0315647828036987,-0.3122901447975342
3d,cupids_bow_peak_height_r,pitch,-10.0,1.1299152741844551,-0.24672315054369656
3d,cupids_bow_peak_height_r,pitch,-7.5,1.2261149076206124,-0.18259006158625843
3d,cupids_bow_peak_height_r,pitch,-5.0,1.3199805616423106,-0.12001295890512627
3d,cupids_bow_peak_height_r,pitch,-2.5,1.4113335576421093,-0.05911096157192711
3d,cupids_bow_peak_height_r,pitch,0.0,1.5,0.0
