condition,id,axis,angle_deg,value,deviation
persp_1.0m,nose_height,pitch,-12.5,50.73369125307062,-0.061905331546996185
persp_1.0m,nose_height,pitch,-10.0,51.60908917959854,-0.04571872837723457
persp_1.0m,nose_height,pitch,-7.5,52.38334777948424,-0.03140224860576317
persp_1.0m,nose_height,pitch,-5.0,53.05459084843552,-0.0189905843119471
persp_1.0m,nose_height,pitch,-2.5,53.62116237536695,-0.0085143560781206
persp_1.0m,nose_height,pitch,0.0,54.08163265306123,0.0
persp_1.0m,nose_height,pitch,2.5,54.43480376672988,0.006530333799910906
persp_1.0m,nose_height,pitch,5.0,54.67971442770009,0.01105887054992616
persp_1.0m,nose_height,pitch,7.5,54.81564412205834,0.013572287539946565
persp_1.0m,nose_height,pitch,10.0,54.842116546918746,0.014061777660006944
persp_1.0m,nose_height,pitch,12.5,54.75890231004286,0.012523099317773649
persp_1.0m,nose_height,pitch,15.0,54.56602087180531,0.008956612346588644
persp_1.0m,nose_height,pitch,17.5,54.263741711961224,0.0033672995796603126
persp_1.0m,nose_height,pitch,20.0,53.85258470731051,-0.004235226166711327
persp_1.0m,nose_height,pitch,22.5,53.33331971015068,-0.013836729887779882
persp_1.0m,nose_height,pitch,25.0,52.706965321345166,-0.025418377077013964
persp_1.0m,nose_height,pitch,27.5,51.9747868558839,-0.038956771344033615
persp_1.0m,nose_height,pitch,30.0,51.13829350295294,-0.05442400692653058
persp_1.0m,nose_height,roll,-30.0,54.03344430775944,-0.0008910297810519404
persp_1.0m,nose_height,roll,-27.5,54.04099524197374,-0.0007514087333158133
persp_1.0m,nose_height,roll,-25.0,54.04793770135678,-0.000623038729629404
persp_1.0m,nose_height,roll,-22.5,54.05425870738661,-0.0005061597502099267
persp_1.0m,nose_height,roll,-20.0,54.05994644763155,-0.0004009902136052934
persp_1.0m,nose_height,roll,-17.5,54.064990296597706,-0.0003077265912122745
persp_1.0m,nose_height,roll,-15.0,54.06938083445593,-0.0002265430610036604
persp_1.0m,nose_height,roll,-12.5,54.07310986362353,-0.000157591200923481
persp_1.0m,nose_height,roll,-10.0,54.07617042317906,-0.0001009997223495552
persp_1.0m,nose_height,roll,-7.5,54.078556801091246,-5.6874243973244925e-05
persp_1.0m,nose_height,roll,-5.0,54.08026454424594,-2.52971063958366e-05
persp_1.0m,nose_height,roll,-2.5,54.081290466258515,-6.327227672784374e-06
persp_1.0m,nose_height,roll,0.0,54.08163265306123,0.0
persp_1.0m,nose_height,roll,2.5,54.081290466258515,-6.327227672784374e-06
persp_1.0m,nose_height,roll,5.0,54.08026454424594,-2.52971063958366e-05
persp_1.0m,nose_height,roll,7.5,54.078556801091246,-5.6874243973244925e-05
persp_1.0m,nose_height,roll,10.0,54.07617042317906,-0.0001009997223495552
persp_1.0m,nose_height,roll,12.5,54.07310986362353,-0.000157591200923481
persp_1.0m,nose_height,roll,15.0,54.06938083445593,-0.0002265430610036604
persp_1.0m,nose_height,roll,17.5,54.064990296597706,-0.0003077265912122745
persp_1.0m,nose_height,roll,20.0,54.05994644763155,-0.0004009902136052934
persp_1.0m,nose_height,roll,22.5,54.05425870738661,-0.0005061597502099267
persp_1.0m,nose_height,roll,25.0,54.04793770135678,-0.000623038729629404
persp_1.0m,nose_height,roll,27.5,54.04099524197374,-0.0007514087333158133
persp_1.0m,nose_height,roll,30.0,54.03344430775944,-0.0008910297810519404
persp_1.0m,face_height_sellion_menton,yaw,-30.0,120.829505194427,-0.0011427570594034742
persp_1.0m,face_height_sellion_menton,yaw,-27.5,120.8511789310956,-0.0009635875029430205
persp_1.0m,face_height_sellion_menton,yaw,-25.0,120.87110206035874,-0.0007988896343677803
persp_1.0m,face_height_sellion_menton,yaw,-22.5,120.8892383553203,-0.0006489629293521792
persp_1.0m,face_height_sellion_menton,yaw,-20.0,120.90555487854463,-0.0005140796706976933
persp_1.0m,face_height_sellion_menton,yaw,-17.5,120.92002203063848,-0.0003944845467219238
persp_1.0m,face_height_sellion_menton,yaw,-15.0,120.93261359353706,-0.0002903942934270124
persp_1.0m,face_height_sellion_menton,yaw,-12.5,120.94330676854663,-0.0002019973800144991
persp_1.0m,face_height_sellion_menton,yaw,-10.0,120.95208220919528,-0.0001294537373190072
persp_1.0m,face_height_sellion_menton,yaw,-7.5,120.9589240489385,-7.289452877508135e-05
persp_1.0m,face_height_sellion_menton,yaw,-5.0,120.96381992376408,-3.242196355029894e-05
persp_1.0m,face_height_sellion_menton,yaw,-2.5,120.96676098973252,-8.109151544503371e-06
persp_1.0m,face_height_sellion_menton,yaw,0.0,120.96774193548387,0.0
persp_1.0m,face_height_sellion_menton,yaw,2.5,120.96676098973252,-8.109151544503371e-06
persp_1.0m,face_height_sellion_menton,yaw,5.0,120.96381992376408,-3.242196355029894e-05
persp_1.0m,face_height_sellion_menton,yaw,7.5,120.9589240489385,-7.289452877508135e-05
persp_1.0m,face_height_sellion_menton,yaw,10.0,120.95208220919528,-0.0001294537373190072
persp_1.0m,face_height_sellion_menton,yaw,12.5,120.94330676854663,-0.0002019973800144991
persp_1.0m,face_height_sellion_menton,yaw,15.0,120.93261359353706,-0.0002903942934270124
persp_1.0m,face_height_sellion_menton,yaw,17.5,120.92002203063848,-0.0003944845467219238
persp_1.0m,face_height_sellion_menton,yaw,20.0,120.90555487854463,-0.0005140796706976933
persp_1.0m,face_height_sellion_menton,yaw,22.5,120.8892383553203,-0.0006489629293521792
persp_1.0m,face_height_sellion_menton,yaw,25.0,120.87110206035874,-0.0007988896343677803
persp_1.0m,face_height_sellion_menton,yaw,27.5,120.8511789310956,-0.0009635875029430205
persp_1.0m,face_height_sellion_menton,yaw,30.0,120.829505194427,-0.0011427570594034742
persp_1.0m,face_height_sellion_menton,pitch,-30.0,110.32053190899022,-0.0880169362190142
persp_1.0m,face_height_sellion_menton,pitch,-27.5,112.51112878105637,-0.06990800207660067
persp_1.0m,face_height_sellion_menton,pitch,-25.0,114.47014289562487,-0.05371348539616771
persp_1.0m,face_height_sellion_menton,pitch,-22.5,116.19470956751674,-0.039457067575194966
persp_1.0m,face_height_sellion_menton,pitch,-20.0,117.68253236466317,-0.027157732452117764
persp_1.0m,face_height_sellion_menton,pitch,-17.5,118.93187667463337,-0.016829819489697462
persp_1.0m,face_height_sellion_menton,pitch,-15.0,119.94156156947747,-0.00848309102565291
persp_1.0m,face_height_sellion_menton,pitch,-12.5,120.71095012425154,-0.002122812306187283
persp_1.0m,face_height_sellion_menton,pitch,-10.0,121.23993834468934,0.002250156982765164
persp_1.0m,face_height_sellion_menton,pitch,-7.5,121.5289428575817,0.004639260956008688
persp_1.0m,face_height_sellion_menton,pitch,-5.0,121.57888751373525,0.00505213678021142
persp_1.0m,face_height_sellion_menton,pitch,-2.5,121.39118904814686,0.003500496131347336
persp_1.0m,face_height_sellion_menton,pitch,0.0,120.96774193548387,0.0
persp_1.0m,face_height_sellion_menton,pitch,2.5,120.3109025713499,-0.005429872076840839
persp_1.0m,face_height_sellion_menton,pitch,5.0,119.42347290137982,-0.01276595734859346
persp_1.0m,face_height_sellion_menton,pitch,7.5,118.30868361117682,-0.021981548814271647
persp_1.0m,face_height_sellion_menton,pitch,10.0,116.9701769806978,-0.03304653695956485
persp_1.0m,face_height_sellion_menton,pitch,12.5,115.4119894971161,-0.045927553490506944
persp_1.0m,face_height_sellion_menton,pitch,15.0,113.63853431062518,-0.06058811636549856
persp_1.0m,face_height_sellion_menton,pitch,17.5,111.6545836082631,-0.07698877550502509
persp_1.0m,face_height_sellion_menton,pitch,20.0,109.46525097177508,-0.09508725863332604
persp_1.0m,face_height_sellion_menton,pitch,22.5,107.0759737769174,-0.11483861677748289
persp_1.0m,face_height_sellion_menton,pitch,25.0,104.49249568353586,-0.13619536901610352
persp_1.0m,face_height_sellion_menton,pitch,27.5,101.72084925830872,-0.15910764613131462
persp_1.0m,face_height_sellion_menton,pitch,30.0,98.76733876528053,-0.18352333287368097
persp_1.0m,face_height_sellion_menton,roll,-30.0,120.97732818347191,7.92463167011268e-05
persp_1.0m,face_height_sellion_menton,roll,-27.5,120.97582666890162,6.683379625336935e-05
persp_1.0m,face_height_sellion_menton,roll,-25.0,120.97444594887928,5.5419844068694604e-05
persp_1.0m,face_height_sellion_menton,roll,-22.5,120.97318865586229,4.5026221794902694e-05
persp_1.0m,face_height_sellion_menton,roll,-20.0,120.97205718706269,3.5672746384883186e-05
persp_1.0m,face_height_sellion_menton,roll,-17.5,120.97105369985414,2.737725212753806e-05
persp_1.0m,face_height_sellion_menton,roll,-15.0,120.97018010763826,2.0155556476246755e-05
persp_1.0m,face_height_sellion_menton,roll,-12.5,120.9694380761779,1.4021429737253281e-05
persp_1.0m,face_height_sellion_menton,roll,-10.0,120.96882902040451,8.986568677300965e-06
persp_1.0m,face_height_sellion_menton,roll,-7.5,120.96835410170642,5.060574106433554e-06
persp_1.0m,face_height_sellion_menton,roll,-5.0,120.96801422570255,2.250932474377502e-06
persp_1.0m,face_height_sellion_menton,roll,-2.5,120.96781004050644,5.630015198600328e-07
persp_1.0m,face_height_sellion_menton,roll,0.0,120.96774193548387,0.0
persp_1.0m,face_height_sellion_menton,roll,2.5,120.96781004050644,5.630015198600328e-07
persp_1.0m,face_height_sellion_menton,roll,5.0,120.96801422570255,2.250932474377502e-06
persp_1.0m,face_height_sellion_menton,roll,7.5,120.96835410170642,5.060574106433554e-06
persp_1.0m,face_height_sellion_menton,roll,10.0,120.96882902040451,8.986568677300965e-06
persp_1.0m,face_height_sellion_menton,roll,12.5,120.9694380761779,1.4021429737253281e-05
persp_1.0m,face_height_sellion_menton,roll,15.0,120.97018010763826,2.0155556476246755e-05
persp_1.0m,face_height_sellion_menton,roll,17.5,120.97105369985414,2.737725212753806e-05
persp_1.0m,face_height_sellion_menton,roll,20.0,120.97205718706269,3.5672746384883186e-05
persp_1.0m,face_height_sellion_menton,roll,22.5,120.97318865586229,4.5026221794902694e-05
persp_1.0m,face_height_sellion_menton,roll,25.0,120.97444594887928,5.5419844068694604e-05
persp_1.0m,face_height_sellion_menton,roll,27.5,120.97582666890162,6.683379625336935e-05
persp_1.0m,face_height_sellion_menton,roll,30.0,120.97732818347191,7.92463167011268e-05
persp_1.0m,philtrum_length,yaw,-30.0,15.939936339024547,0.013116795467154288
persp_1.0m,philtrum_length,yaw,-27.5,15.911121147326337,0.0112853480853608
persp_1.0m,philtrum_length,yaw,-25.0,15.88349312404097,0.009529355224370671
persp_1.0m,philtrum_length,yaw,-22.5,15.857382480213019,0.007869804568713794
persp_1.0m,philtrum_length,yaw,-20.0,15.833101325425035,0.006326533303017559
persp_1.0m,philtrum_length,yaw,-17.5,15.810940097352674,0.0049180011802561685
persp_1.0m,philtrum_length,yaw,-15.0,15.791164154118322,0.003661073937210907
persp_1.0m,philtrum_length,yaw,-12.5,15.774010589152866,0.0025708208521911147
persp_1.0m,philtrum_length,yaw,-10.0,15.759685327339124,0.00166033018056688
persp_1.0m,philtrum_length,yaw,-7.5,15.748360558456975,0.00094054602865657
persp_1.0m,philtrum_length,yaw,-5.0,15.740172559339433,0.00042012993345906193
persp_1.0m,philtrum_length,yaw,-2.5,15.735219949735075,0.00010535000806611147
persp_1.0m,philtrum_length,yaw,0.0,15.733562418807345,0.0
persp_1.0m,philtrum_length,yaw,2.5,15.735219949735075,0.00010535000806611147
persp_1.0m,philtrum_length,yaw,5.0,15.740172559339433,0.00042012993345906193
persp_1.0m,philtrum_length,yaw,7.5,15.748360558456975,0.00094054602865657
persp_1.0m,philtrum_length,yaw,10.0,15.759685327339124,0.00166033018056688
persp_1.0m,philtrum_length,yaw,12.5,15.774010589152866,0.0025708208521911147
persp_1.0m,philtrum_length,yaw,15.0,15.791164154118322,0.003661073937210907
persp_1.0m,philtrum_length,yaw,17.5,15.810940097352674,0.0049180011802561685
persp_1.0m,philtrum_length,yaw,20.0,15.833101325425035,0.006326533303017559
persp_1.0m,philtrum_length,yaw,22.5,15.857382480213019,0.007869804568713794
persp_1.0m,philtrum_length,yaw,25.0,15.88349312404097,0.009529355224370671
persp_1.0m,philtrum_length,yaw,27.5,15.911121147326337,0.0112853480853608
persp_1.0m,philtrum_length,yaw,30.0,15.939936339024547,0.013116795467154288
persp_1.0m,philtrum_length,pitch,-30.0,10.940103101896234,-0.30466458830589943
persp_1.0m,philtrum_length,pitch,-27.5,11.493963865793148,-0.26946208621807927
persp_1.0m,philtrum_length,pitch,-25.0,12.0229134404629,-0.2358428993747065
persp_1.0m,philtrum_length,pitch,-22.5,12.525823644184399,-0.2038787331970367
persp_1.0m,philtrum_length,pitch,-20.0,13.001642488020039,-0.17363645041517525
persp_1.0m,philtrum_length,pitch,-17.5,13.449396860384404,-0.1451779004411951
persp_1.0m,philtrum_length,pitch,-15.0,13.868194811103656,-0.1185597741979842
persp_1.0m,philtrum_length,pitch,-12.5,14.257227429140343,-0.09383348477406767
persp_1.0m,philtrum_length,pitch,-10.0,14.615770311618725,-0.07104507405471319
persp_1.0m,philtrum_length,pitch,-7.5,14.94318462518008,-0.05023514526388982
persp_1.0m,philtrum_length,pitch,-5.0,15.238917763985853,-0.0314388211426429
persp_1.0m,philtrum_length,pitch,-2.5,15.502503611832275,-0.014685727289508904
persp_1.0m,philtrum_length,pitch,0.0,15.733562418807345,0.0
persp_1.0m,philtrum_length,pitch,2.5,15.931800305683147,0.012599682233366001
persp_1.0m,philtrum_length,pitch,5.0,16.09700841176428,0.023100044559678526
persp_1.0m,philtrum_length,pitch,7.5,16.229061704189625,0.031493140090764045
persp_1.0m,philtrum_length,pitch,10.0,16.32791746868743,0.037776253975998146
persp_1.0m,philtrum_length,pitch,12.5,16.39361350350903,0.04195178861162957
persp_1.0m,philtrum_length,pitch,15.0,16.426266039698334,0.04402713145644338
persp_1.0m,philtrum_length,pitch,17.5,16.42606741199765,0.04401450699826942
persp_1.0m,philtrum_length,pitch,20.0,16.393283505540772,0.041930814469888875
persp_1.0m,philtrum_length,pitch,22.5,16.32825100405126,0.037797452948929444
persp_1.0m,philtrum_length,pitch,25.0,16.231374465555078,0.03164013549484925
persp_1.0m,philtrum_length,pitch,27.5,16.10312325164295,0.02348869397777601
persp_1.0m,philtrum_length,pitch,30.0,15.944028336096558,0.013376876239905413
persp_1.0m,philtrum_length,roll,-30.0,15.704377453283744,-0.001854949613236651
persp_1.0m,philtrum_length,roll,-27.5,15.708952491128324,-0.0015641675434931153
persp_1.0m,philtrum_length,roll,-25.0,15.713158248456635,-0.001296856351255841
persp_1.0m,philtrum_length,roll,-22.5,15.716987018844664,-0.0010535058444785242
persp_1.0m,philtrum_length,roll,-20.0,15.720431791946318,-0.0008345615895184365
persp_1.0m,philtrum_length,roll,-17.5,15.72348626481723,-0.0006404241914132527
persp_1.0m,philtrum_length,roll,-15.0,15.726144852066135,-0.00047144864867628057
persp_1.0m,philtrum_length,roll,-12.5,15.728402694826839,-0.0003279437830518801
persp_1.0m,philtrum_length,roll,-10.0,15.73025566854521,-0.0002101717445873902
persp_1.0m,philtrum_length,roll,-7.5,15.731700389576151,-0.00011834759233983653
persp_1.0m,philtrum_length,roll,-5.0,15.732734220586574,-5.2638950971562964e-05
persp_1.0m,philtrum_length,roll,-2.5,15.733355274761031,-1.3165743447043084e-05
persp_1.0m,philtrum_length,roll,0.0,15.733562418807345,0.0
persp_1.0m,philtrum_length,roll,2.5,15.733355274761031,-1.3165743447043084e-05
persp_1.0m,philtrum_length,roll,5.0,15.732734220586574,-5.2638950971562964e-05
persp_1.0m,philtrum_length,roll,7.5,15.731700389576151,-0.00011834759233983653
persp_1.0m,philtrum_length,roll,10.0,15.73025566854521,-0.0002101717445873902
persp_1.0m,philtrum_length,roll,12.5,15.728402694826839,-0.0003279437830518801
persp_1.0m,philtrum_length,roll,15.0,15.726144852066135,-0.00047144864867628057
persp_1.0m,philtrum_length,roll,17.5,15.72348626481723,-0.0006404241914132527
persp_1.0m,philtrum_length,roll,20.0,15.720431791946318,-0.0008345615895184365
persp_1.0m,philtrum_length,roll,22.5,15.716987018844664,-0.0010535058444785242
persp_1.0m,philtrum_length,roll,25.0,15.713158248456635,-0.001296856351255841
persp_1.0m,philtrum_length,roll,27.5,15.708952491128324,-0.0015641675434931153
persp_1.0m,philtrum_length,roll,30.0,15.704377453283744,-0.001854949613236651
persp_1.0m,upper_face_height,yaw,-30.0,87.94103072874093,-0.002315536140610841
persp_1.0m,upper_face_height,yaw,-27.5,87.97391990852594,-0.0019424108380225358
persp_1.0m,upper_face_height,yaw,-25.0,88.00386381195376,-0.0016026994770152656
persp_1.0m,upper_face_height,yaw,-22.5,88.03088026936895,-0.0012961997736539188
persp_1.0m,upper_face_height,yaw,-20.0,88.05498792807623,-0.0010227001756509485
persp_1.0m,upper_face_height,yaw,-17.5,88.07620555180553,-0.0007819878098835776
persp_1.0m,upper_face_height,yaw,-15.0,88.09455136632438,-0.0005738559063724311
persp_1.0m,upper_face_height,yaw,-12.5,88.11004245976581,-0.0003981106015172108
persp_1.0m,upper_face_height,yaw,-10.0,88.12269424559072,-0.0002545770307483126
persp_1.0m,upper_face_height,yaw,-7.5,88.13251999533023,-0.00014310462953081018
persp_1.0m,upper_face_height,yaw,-5.0,88.13953044736452,-6.357157173870433e-05
persp_1.0m,upper_face_height,yaw,-2.5,88.14373349700544,-1.5888285645421007e-05
persp_1.0m,upper_face_height,yaw,0.0,88.14513397207224,0.0
persp_1.0m,upper_face_height,yaw,2.5,88.14373349700544,-1.5888285645421007e-05
persp_1.0m,upper_face_height,yaw,5.0,88.13953044736452,-6.357157173870433e-05
persp_1.0m,upper_face_height,yaw,7.5,88.13251999533023,-0.00014310462953081018
persp_1.0m,upper_face_height,yaw,10.0,88.12269424559072,-0.0002545770307483126
persp_1.0m,upper_face_height,yaw,12.5,88.11004245976581,-0.0003981106015172108
persp_1.0m,upper_face_height,yaw,15.0,88.09455136632438,-0.0005738559063724311
persp_1.0m,upper_face_height,yaw,17.5,88.07620555180553,-0.0007819878098835776
persp_1.0m,upper_face_height,yaw,20.0,88.05498792807623,-0.0010227001756509485
persp_1.0m,upper_face_height,yaw,22.5,88.03088026936895,-0.0012961997736539188
persp_1.0m,upper_face_height,yaw,25.0,88.00386381195376,-0.0016026994770152656
persp_1.0m,upper_face_height,yaw,27.5,87.97391990852594,-0.0019424108380225358
persp_1.0m,upper_face_height,yaw,30.0,87.94103072874093,-0.002315536140610841
persp_1.0m,upper_face_height,pitch,-30.0,72.28730051973164,-0.17990594304802995
persp_1.0m,upper_face_height,pitch,-27.5,74.4728926986227,-0.15511056206212623
persp_1.0m,upper_face_height,pitch,-25.0,76.51535429938357,-0.13193898685744163
persp_1.0m,upper_face_height,pitch,-22.5,78.4097685565227,-0.11044699777340033
persp_1.0m,upper_face_height,pitch,-20.0,80.1515154654802,-0.09068700841869191
persp_1.0m,upper_face_height,pitch,-17.5,81.73628802348787,-0.07270788141991978
persp_1.0m,upper_face_height,pitch,-15.0,83.16010775196466,-0.05655475232117785
persp_1.0m,upper_face_height,pitch,-12.5,84.41933942114468,-0.042268862534238526
persp_1.0m,upper_face_height,pitch,-10.0,85.51070489973273,-0.02988740221523973
persp_1.0m,upper_face_height,pitch,-7.5,86.43129605483789,-0.019443363915895427
persp_1.0m,upper_face_height,pitch,-5.0,87.17858663024982,-0.010965407825333373
persp_1.0m,upper_face_height,pitch,-2.5,87.75044303429787,-0.004477739382634826
persp_1.0m,upper_face_height,pitch,0.0,88.14513397207224,0.0
persp_1.0m,upper_face_height,pitch,2.5,88.36133886070007,0.002452828407933789
persp_1.0m,upper_face_height,pitch,5.0,88.39815497066255,0.002870504441804673
persp_1.0m,upper_face_height,pitch,7.5,88.25510324082414,0.0012475931886011904
persp_1.0m,upper_face_height,pitch,10.0,87.93213271992863,-0.0024164833898953496
persp_1.0m,upper_face_height,pitch,12.5,87.4296235928104,-0.008117412124968174
persp_1.0m,upper_face_height,pitch,15.0,86.74838875547604,-0.015845970771781275
persp_1.0m,upper_face_height,pitch,17.5,85.88967390953597,-0.025588026938059776
persp_1.0m,upper_face_height,pitch,20.0,84.85515615320459,-0.03732455406908844
persp_1.0m,upper_face_height,pitch,22.5,83.64694105323275,-0.051031664666420416
persp_1.0m,upper_face_height,pitch,25.0,82.26755818967426,-0.06668066083217054
persp_1.0m,upper_face_height,pitch,27.5,80.7199551732914,-0.08423810214110548
persp_1.0m,upper_face_height,pitch,30.0,79.00749014364474,-0.10366589074925742
persp_1.0m,upper_face_height,roll,-30.0,88.10590628436206,-0.0004450352043552346
persp_1.0m,upper_face_height,roll,-27.5,88.1120519600203,-0.00037531297033856345
persp_1.0m,upper_face_height,roll,-25.0,88.11770277988181,-0.00031120483859183273
persp_1.0m,upper_face_height,roll,-22.5,88.12284808346031,-0.00025283175154051745
persp_1.0m,upper_face_height,roll,-20.0,88.12747816572242,-0.00020030381206767508
persp_1.0m,upper_face_height,roll,-17.5,88.13158429488898,-0.00015372008155953968
persp_1.0m,upper_face_height,roll,-15.0,88.13515872844054,-0.00011316839832430201
persp_1.0m,upper_face_height,roll,-12.5,88.13819472730083,-7.872521668201351e-05
persp_1.0m,upper_face_height,roll,-10.0,88.14068656817557,-5.045546698114916e-05
persp_1.0m,upper_face_height,roll,-7.5,88.14262955402671,-2.8412436769634618e-05
persp_1.0m,upper_face_height,roll,-5.0,88.14402002266517,-1.2637673310739736e-05
persp_1.0m,upper_face_height,roll,-2.5,88.14485535344846,-3.160907598933251e-06
persp_1.0m,upper_face_height,roll,0.0,88.14513397207224,0.0
persp_1.0m,upper_face_height,roll,2.5,88.14485535344846,-3.160907598933251e-06
persp_1.0m,upper_face_height,roll,5.0,88.14402002266517,-1.2637673310739736e-05
persp_1.0m,upper_face_height,roll,7.5,88.14262955402671,-2.8412436769634618e-05
persp_1.0m,upper_face_height,roll,10.0,88.14068656817557,-5.045546698114916e-05
persp_1.0m,upper_face_height,roll,12.5,88.13819472730083,-7.872521668201351e-05
persp_1.0m,upper_face_height,roll,15.0,88.13515872844054,-0.00011316839832430201
persp_1.0m,upper_face_height,roll,17.5,88.13158429488898,-0.00015372008155953968
persp_1.0m,upper_face_height,roll,20.0,88.12747816572242,-0.00020030381206767508
persp_1.0m,upper_face_height,roll,22.5,88.12284808346031,-0.00025283175154051745
persp_1.0m,upper_face_height,roll,25.0,88.11770277988181,-0.00031120483859183273
persp_1.0m,upper_face_height,roll,27.5,88.1120519600203,-0.00037531297033856345
persp_1.0m,upper_face_height,roll,30.0,88.10590628436206,-0.0004450352043552346
persp_1.0m,middle_third_height,yaw,-30.0,72.21939284866505,-0.0026539778170464943
persp_1.0m,middle_third_height,yaw,-27.5,72.24950058948306,-0.0022381914976477534
persp_1.0m,middle_third_height,yaw,-25.0,72.27718421176625,-0.0018558821278969794
persp_1.0m,middle_third_height,yaw,-22.5,72.30239139345024,-0.0015077722727553935
persp_1.0m,middle_third_height,yaw,-20.0,72.32507452256343,-0.0011945194510498908
persp_1.0m,middle_third_height,yaw,-17.5,72.34519077940823,-0.0009167150005553451
persp_1.0m,middle_third_height,yaw,-15.0,72.36270220995975,-0.000674883064362093
persp_1.0m,middle_third_height,yaw,-12.5,72.37757579050893,-0.00046947969815787496
persp_1.0m,middle_third_height,yaw,-10.0,72.38978348358359,-0.00030089209796088846
persp_1.0m,middle_third_height,yaw,-7.5,72.39930228518377,-0.00016943794780233218
persp_1.0m,middle_third_height,yaw,-5.0,72.40611426336841,-7.536488684642382e-05
persp_1.0m,middle_third_height,yaw,-2.5,72.41020658822688,-1.8850095485130827e-05
persp_1.0m,middle_third_height,yaw,0.0,72.41157155326489,0.0
persp_1.0m,middle_third_height,yaw,2.5,72.41020658822688,-1.8850095485130827e-05
persp_1.0m,middle_third_height,yaw,5.0,72.40611426336841,-7.536488684642382e-05
persp_1.0m,middle_third_height,yaw,7.5,72.39930228518377,-0.00016943794780233218
persp_1.0m,middle_third_height,yaw,10.0,72.38978348358359,-0.00030089209796088846
persp_1.0m,middle_third_height,yaw,12.5,72.37757579050893,-0.00046947969815787496
persp_1.0m,middle_third_height,yaw,15.0,72.36270220995975,-0.000674883064362093
persp_1.0m,middle_third_height,yaw,17.5,72.34519077940823,-0.0009167150005553451
persp_1.0m,middle_third_height,yaw,20.0,72.32507452256343,-0.0011945194510498908
persp_1.0m,middle_third_height,yaw,22.5,72.30239139345024,-0.0015077722727553935
persp_1.0m,middle_third_height,yaw,25.0,72.27718421176625,-0.0018558821278969794
persp_1.0m,middle_third_height,yaw,27.5,72.24950058948306,-0.0022381914976477534
persp_1.0m,middle_third_height,yaw,30.0,72.21939284866505,-0.0026539778170464943
persp_1.0m,middle_third_height,pitch,-30.0,61.34719741783542,-0.1527984256948585
persp_1.0m,middle_third_height,pitch,-27.5,62.978928832829546,-0.13026430055446087
persp_1.0m,middle_third_height,pitch,-25.0,64.49244085892067,-0.10936277896577651
persp_1.0m,middle_third_height,pitch,-22.5,65.88394491233831,-0.09014618107169457
persp_1.0m,middle_third_height,pitch,-20.0,67.14987297746016,-0.07266378098056193
persp_1.0m,middle_third_height,pitch,-17.5,68.28689116310346,-0.056961619554512434
persp_1.0m,middle_third_height,pitch,-15.0,69.29191294086101,-0.04308232158874092
persp_1.0m,middle_third_height,pitch,-12.5,70.16211199200434,-0.031064918396445537
persp_1.0m,middle_third_height,pitch,-10.0,70.89493458811401,-0.02094467683297364
persp_1.0m,middle_third_height,pitch,-7.5,71.4881114296578,-0.012752935805678545
persp_1.0m,middle_third_height,pitch,-5.0,71.93966886626397,-0.006516951322535452
persp_1.0m,middle_third_height,pitch,-2.5,72.2479394224656,-0.0022597511321642903
persp_1.0m,middle_third_height,pitch,0.0,72.41157155326489,0.0
persp_1.0m,middle_third_height,pitch,2.5,72.42953855501693,0.0002481233505452169
persp_1.0m,middle_third_height,pitch,5.0,72.30114655889827,-0.0015249633725377396
persp_1.0m,middle_third_height,pitch,7.5,72.02604153663452,-0.005324149281123929
persp_1.0m,middle_third_height,pitch,10.0,71.6042152512412,-0.011149548127536664
persp_1.0m,middle_third_height,pitch,12.5,71.03601008930137,-0.018996431571046326
persp_1.0m,middle_third_height,pitch,15.0,70.32212271577771,-0.02885517870510813
persp_1.0m,middle_third_height,pitch,17.5,69.46360649753832,-0.040711242588597735
persp_1.0m,middle_third_height,pitch,20.0,68.46187264766381,-0.0545451344429908
persp_1.0m,middle_third_height,pitch,22.5,67.3186900491815,-0.07033242608658404
persp_1.0m,middle_third_height,pitch,25.0,66.03618372411918,-0.08804377107678248
persp_1.0m,middle_third_height,pitch,27.5,64.61683192164844,-0.1076449449226876
persp_1.0m,middle_third_height,pitch,30.0,63.06346180754819,-0.129096904613379
persp_1.0m,middle_third_height,roll,-30.0,72.40180345817272,-0.0001348968801897173
persp_1.0m,middle_third_height,roll,-27.5,72.4033335940149,-0.00011376578457403635
persp_1.0m,middle_third_height,roll,-25.0,72.40474058747196,-9.43352788290794e-05
persp_1.0m,middle_third_height,roll,-22.5,72.40602176750409,-7.664224987471321e-05
persp_1.0m,middle_third_height,roll,-20.0,72.40717470205115,-6.0720284333379725e-05
persp_1.0m,middle_third_height,roll,-17.5,72.4081972026113,-4.6599605300720766e-05
persp_1.0m,middle_third_height,roll,-15.0,72.4090873283599,-3.430701546316136e-05
persp_1.0m,middle_third_height,roll,-12.5,72.40984338980196,-2.386584665763353e-05
persp_1.0m,middle_third_height,roll,-10.0,72.4104639519508,-1.529591597490249e-05
persp_1.0m,middle_third_height,roll,-7.5,72.4109478370278,-8.613488475771754e-06
persp_1.0m,middle_third_height,roll,-5.0,72.4112941266777,-3.831246598275253e-06
persp_1.0m,middle_third_height,roll,-2.5,72.41150216369597,-9.582663023679127e-07
persp_1.0m,middle_third_height,roll,0.0,72.41157155326489,0.0
